time,deviceName,location,object_hAcc,object_sat
2023-05-08 01:56:57.732203621+00:00,A0114,43.2517888::-7.3399644,3,8
2023-05-08 02:25:39.981289960+00:00,A0114,43.2518477::-7.3397532,3,8
2023-05-08 03:23:31.323009812+00:00,A0114,43.2519635::-7.3400148,2,8
2023-05-08 03:41:10.918342919+00:00,A0114,43.2520859::-7.3399962,22,5
2023-05-08 06:40:21.762912319+00:00,A0114,43.2511988::-7.3383697,12,5
2023-05-08 09:15:53.277322245+00:00,A0114,43.2516609::-7.3410813,33,5
2023-05-08 09:28:49.053753484+00:00,A0114,43.2506893::-7.3424564,13,7
2023-05-08 09:44:23.843534052+00:00,A0114,43.2508046::-7.3425581,4,9
2023-05-08 09:59:36.344383379+00:00,A0114,43.2507677::-7.3423145,12,9
2023-05-08 10:15:01.807910005+00:00,A0114,43.2505629::-7.3425998,12,9
2023-05-08 10:30:14.788752594+00:00,A0114,43.250338::-7.3425316,23,8
2023-05-08 10:53:05.819628084+00:00,A0114,43.2507389::-7.3425047,8,9
2023-05-08 11:08:14.746163379+00:00,A0114,43.2507115::-7.3424729,19,9
2023-05-08 12:03:44.887202814+00:00,A0114,43.2503714::-7.3426348,11,5
2023-05-08 12:18:51.843411545+00:00,A0114,43.2505041::-7.3426442,5,10
2023-05-08 13:27:12.899985296+00:00,A0114,43.2509116::-7.3425341,14,11
2023-05-08 13:35:22.799186707+00:00,A0114,43.2507958::-7.3425104,20,9
2023-05-08 13:43:30.858155993+00:00,A0114,43.2505821::-7.3427545,10,9
2023-05-08 14:03:21.947949418+00:00,A0114,43.2508099::-7.3424862,9,9
2023-05-08 14:51:07.027676295+00:00,A0114,43.2508272::-7.3423989,10,8
2023-05-08 14:59:22.756368523+00:00,A0114,43.2505966::-7.3424723,5,8
2023-05-08 16:49:25.097135658+00:00,A0114,43.2533158::-7.340682,7,5
2023-05-08 16:56:28.860530822+00:00,A0114,43.2510824::-7.3386699,113,5
2023-05-08 17:07:12.172286201+00:00,A0114,43.249924::-7.337717,217,3
2023-05-08 18:12:05.807245534+00:00,A0114,43.2512267::-7.3385846,5,7
2023-05-08 18:23:13.752053030+00:00,A0114,43.2512606::-7.338523,5,7
2023-05-08 19:06:58.969395594+00:00,A0114,43.2509213::-7.3425794,6,7
2023-05-08 19:15:21.911149222+00:00,A0114,43.2508585::-7.3426261,3,9
2023-05-08 19:30:03.835685649+00:00,A0114,43.250897::-7.3427619,7,8
2023-05-08 19:40:20.940063806+00:00,A0114,43.2509217::-7.3425763,3,7
2023-05-08 20:01:35.170329386+00:00,A0114,43.2508471::-7.3427847,5,9
2023-05-08 20:09:46.928667846+00:00,A0114,43.2506297::-7.3423832,7,9
2023-05-08 20:32:21.816135305+00:00,A0114,43.2509143::-7.3427014,12,8
2023-05-08 20:40:29.940034610+00:00,A0114,43.2506303::-7.3429143,7,8
2023-05-08 20:55:37.740203226+00:00,A0114,43.250339::-7.3426262,9,8
2023-05-08 21:03:53.735418236+00:00,A0114,43.250357::-7.3426105,10,8
2023-05-09 00:46:52.762057909+00:00,A0114,43.2508044::-7.3423299,4,8
2023-05-09 00:54:54.855871974+00:00,A0114,43.2506484::-7.3425523,3,8
2023-05-09 01:14:22.313751875+00:00,A0114,43.2506952::-7.3424422,1,8
2023-05-09 01:29:33.198726758+00:00,A0114,43.2509851::-7.3425124,6,8
2023-05-09 01:42:47.401267033+00:00,A0114,43.2508084::-7.3423533,2,7
2023-05-09 01:51:07.010513389+00:00,A0114,43.2510026::-7.3426446,2,7
2023-05-09 02:08:19.870457012+00:00,A0114,43.251149::-7.3430184,2,9
2023-05-09 02:23:33.847550860+00:00,A0114,43.2511331::-7.3429052,5,9
2023-05-09 02:48:52.162886664+00:00,A0114,43.2516061::-7.343567,2,8
2023-05-09 03:02:08.494986865+00:00,A0114,43.2515196::-7.3436614,3,9
2023-05-09 03:18:51.259393887+00:00,A0114,43.251487::-7.3435124,14,9
2023-05-09 03:33:45.958297992+00:00,A0114,43.2511184::-7.343422,10,8
2023-05-09 05:59:14.849311077+00:00,A0114,43.2513119::-7.3437658,4,8
2023-05-09 06:43:13.919560427+00:00,A0114,43.2515399::-7.3413568,3,7
2023-05-09 06:52:23.567341752+00:00,A0114,43.2522241::-7.338618,6,7
2023-05-09 07:00:27.879971252+00:00,A0114,43.2513621::-7.3386067,7,7
2023-05-09 09:40:19.114914658+00:00,A0114,43.2511157::-7.3427531,18,8
2023-05-09 09:48:29.971166989+00:00,A0114,43.2510819::-7.342668,12,8
2023-05-09 10:03:35.843542208+00:00,A0114,43.2510873::-7.342618,11,8
2023-05-09 10:19:16.884022535+00:00,A0114,43.251014::-7.3428478,5,7
2023-05-09 10:42:35.759065234+00:00,A0114,43.2508792::-7.3430824,5,8
2023-05-09 10:57:45.967349250+00:00,A0114,43.2508724::-7.3430528,9,8
2023-05-09 11:09:33.014215471+00:00,A0114,43.2508577::-7.3430652,9,10
2023-05-09 12:39:15.168076541+00:00,A0114,43.251048::-7.3429558,9,7
2023-05-09 12:54:52.786632704+00:00,A0114,43.2510231::-7.3428193,8,7
2023-05-09 13:10:22.049976328+00:00,A0114,43.2511616::-7.3428197,5,8
2023-05-09 13:43:22.951862239+00:00,A0114,43.2508754::-7.3429731,7,8
2023-05-09 14:02:00.830715671+00:00,A0114,43.2507732::-7.343073,12,7
2023-05-09 14:10:37.031548724+00:00,A0114,43.2508675::-7.3431109,6,8
2023-05-09 14:53:27.952726879+00:00,A0114,43.2510875::-7.3427781,9,8
2023-05-09 15:18:06.248578571+00:00,A0114,43.2509767::-7.3426741,5,9
2023-05-09 15:33:17.792802638+00:00,A0114,43.2509401::-7.3426313,10,8
2023-05-09 16:00:43.987684448+00:00,A0114,43.2510127::-7.3428429,8,7
2023-05-09 16:16:21.959726208+00:00,A0114,43.2509509::-7.3429328,5,12
2023-05-09 16:31:30.736642741+00:00,A0114,43.2508927::-7.3429489,11,10
2023-05-09 16:49:05.547136880+00:00,A0114,43.2519138::-7.3411798,12,9
2023-05-09 17:02:03.857265541+00:00,A0114,43.2517478::-7.3380212,11,9
2023-05-09 17:10:18.748283815+00:00,A0114,43.2510811::-7.3385799,15,9
2023-05-09 18:18:18.995854770+00:00,A0114,43.2511427::-7.3384063,6,7
2023-05-09 18:49:01.842898650+00:00,A0114,43.2524982::-7.3401587,5,6
2023-05-09 19:04:52.833690453+00:00,A0114,43.2510202::-7.3431565,7,8
2023-05-09 19:12:45.738877240+00:00,A0114,43.2510721::-7.3431091,11,8
2023-05-09 19:27:56.966747304+00:00,A0114,43.2512189::-7.3430194,8,8
2023-05-09 19:43:14.835173209+00:00,A0114,43.2510517::-7.3432503,15,9
2023-05-09 20:06:17.822530434+00:00,A0114,43.2512889::-7.343053,4,7
2023-05-09 20:21:57.163714108+00:00,A0114,43.2512538::-7.3431838,3,7
2023-05-09 20:37:33.963974799+00:00,A0114,43.2513809::-7.3431675,3,8
2023-05-09 20:53:11.976605463+00:00,A0114,43.2512476::-7.3432502,4,7
2023-05-09 23:07:52.960650062+00:00,A0114,43.2511028::-7.3432924,4,7
2023-05-10 00:55:53.578813869+00:00,A0114,43.2513038::-7.3434038,2,9
2023-05-10 01:10:48.017520288+00:00,A0114,43.2513755::-7.3434967,9,9
2023-05-10 01:26:12.762134209+00:00,A0114,43.2515607::-7.3431881,14,9
2023-05-10 01:41:33.901721672+00:00,A0114,43.2514425::-7.3432907,13,8
2023-05-10 01:57:02.632255119+00:00,A0114,43.2517363::-7.3433972,12,9
2023-05-10 02:12:15.941989978+00:00,A0114,43.2518399::-7.3434269,11,8
2023-05-10 02:27:43.893503146+00:00,A0114,43.2516444::-7.3434493,6,8
2023-05-10 02:43:22.983631833+00:00,A0114,43.2515305::-7.3435377,2,10
2023-05-10 06:43:07.844673374+00:00,A0114,43.2515231::-7.3414594,4,5
2023-05-10 06:51:46.546219065+00:00,A0114,43.2529435::-7.3400374,4,7
2023-05-10 07:00:07.114135736+00:00,A0114,43.2512998::-7.3384496,5,8
2023-05-10 07:08:34.169098931+00:00,A0114,43.2512862::-7.3384438,5,7
2023-05-10 09:53:45.385148329+00:00,A0114,43.2511677::-7.342924,9,5
2023-05-10 10:03:43.260216178+00:00,A0114,43.2513681::-7.3432168,5,7
2023-05-10 10:12:24.191847536+00:00,A0114,43.2515848::-7.3432328,4,7
2023-05-10 10:27:50.781723291+00:00,A0114,43.2517397::-7.343341,4,8
2023-05-10 10:43:05.095699793+00:00,A0114,43.2516399::-7.343279,7,8
2023-05-10 11:03:35.537328744+00:00,A0114,43.2513737::-7.3433544,5,8
2023-05-10 11:28:05.278065791+00:00,A0114,43.2513515::-7.3432546,3,7
2023-05-10 11:59:51.376308679+00:00,A0114,43.2511902::-7.3435423,7,7
2023-05-10 12:08:29.487996777+00:00,A0114,43.2509956::-7.3434397,7,7
2023-05-10 12:23:30.782837588+00:00,A0114,43.2509275::-7.3432303,18,9
2023-05-10 12:38:40.376424777+00:00,A0114,43.2507863::-7.3429422,18,9
2023-05-10 12:54:02.808097721+00:00,A0114,43.2506182::-7.3425578,14,8
2023-05-10 15:30:12.932632384+00:00,A0114,43.250944::-7.3432341,5,7
2023-05-10 15:45:52.042701324+00:00,A0114,43.2509918::-7.3433157,5,8
2023-05-10 16:01:29.949432587+00:00,A0114,43.2512961::-7.3435065,8,7
2023-05-10 16:26:25.948908983+00:00,A0114,43.2512832::-7.343338,14,7
2023-05-10 16:42:04.038754342+00:00,A0114,43.2509321::-7.3431661,7,9
2023-05-10 17:17:36.776053344+00:00,A0114,43.2515335::-7.3382601,20,8
2023-05-10 17:31:02.482700572+00:00,A0114,43.2511158::-7.3384609,30,8
2023-05-10 18:08:17.841491938+00:00,A0114,43.2511029::-7.3384164,8,7
2023-05-10 19:11:13.891040808+00:00,A0114,43.2514654::-7.3416488,28,6
2023-05-10 19:22:57.942425814+00:00,A0114,43.2516316::-7.343144,63,6
2023-05-10 19:49:05.801431862+00:00,A0114,43.251599::-7.3435101,4,7
2023-05-10 20:05:12.796541460+00:00,A0114,43.2516072::-7.3436372,13,6
2023-05-10 20:21:18.790011570+00:00,A0114,43.2518048::-7.3434501,15,6
2023-05-10 20:37:24.801132779+00:00,A0114,43.2516877::-7.3433577,21,6
2023-05-10 20:54:01.890588905+00:00,A0114,43.2517085::-7.3433406,36,5
2023-05-10 21:10:11.004769352+00:00,A0114,43.2518475::-7.3435079,7,7
2023-05-11 00:13:31.036187081+00:00,A0114,43.2516098::-7.3434938,152,3
2023-05-11 00:29:38.886059279+00:00,A0114,43.2515409::-7.3435406,7,6
2023-05-11 00:39:14.116767869+00:00,A0114,43.2515494::-7.3436105,3,7
2023-05-11 00:54:33.756189424+00:00,A0114,43.2516829::-7.3436709,3,7
2023-05-11 01:10:06.531043822+00:00,A0114,43.2514797::-7.3435749,2,8
2023-05-11 01:25:42.297322117+00:00,A0114,43.2513785::-7.3438225,2,7
2023-05-11 01:47:34.969371010+00:00,A0114,43.25135::-7.3438205,2,8
2023-05-11 03:58:29.306940884+00:00,A0114,43.2513395::-7.3437282,2,6
2023-05-11 04:10:13.306337099+00:00,A0114,43.2513222::-7.3438008,2,7
2023-05-11 06:37:46.718825176+00:00,A0114,43.2518195::-7.3413317,21,5
2023-05-11 06:56:54.385669050+00:00,A0114,43.2517525::-7.3383579,19,6
2023-05-11 07:05:57.309585657+00:00,A0114,43.2509063::-7.3382062,17,6
2023-05-11 09:45:42.888318390+00:00,A0114,43.2508482::-7.3424554,12,5
2023-05-11 09:57:28.988472537+00:00,A0114,43.2512405::-7.3442327,5,7
2023-05-11 10:12:51.873312128+00:00,A0114,43.2511876::-7.3442636,6,8
2023-05-11 10:39:24.963367102+00:00,A0114,43.2516057::-7.3436232,11,8
2023-05-11 10:50:15.352025373+00:00,A0114,43.2514647::-7.3437736,15,8
2023-05-11 11:05:47.054271580+00:00,A0114,43.2514358::-7.3436966,21,8
2023-05-11 11:13:58.782258046+00:00,A0114,43.2515239::-7.3436126,23,8
2023-05-11 11:26:25.865196352+00:00,A0114,43.2516543::-7.3435593,13,8
2023-05-11 11:42:33.863989866+00:00,A0114,43.2517154::-7.3434028,7,7
2023-05-11 11:51:22.929650270+00:00,A0114,43.2515979::-7.3432454,7,7
2023-05-11 12:22:24.450128537+00:00,A0114,43.2514896::-7.3438218,11,7
2023-05-11 12:53:33.358871915+00:00,A0114,43.2513847::-7.3437272,15,7
2023-05-11 14:12:22.042070252+00:00,A0114,43.251819::-7.3434675,7,9
2023-05-11 14:27:21.893432712+00:00,A0114,43.2514939::-7.343143,11,8
2023-05-11 14:43:06.527239367+00:00,A0114,43.2515785::-7.3436792,4,10
2023-05-11 14:52:54.522480155+00:00,A0114,43.251575::-7.3436207,14,9
2023-05-11 15:08:02.306509791+00:00,A0114,43.2514521::-7.3437748,11,9
2023-05-11 15:16:47.360539524+00:00,A0114,43.2514474::-7.3437917,13,9
2023-05-11 15:24:53.885188651+00:00,A0114,43.2515145::-7.3436505,12,9
2023-05-11 17:09:10.505998230+00:00,A0114,43.2514152::-7.3432927,5,6
2023-05-11 17:28:20.383584208+00:00,A0114,43.2515762::-7.3415498,4,7
2023-05-11 17:37:06.491041628+00:00,A0114,43.2527213::-7.3396605,5,7
2023-05-11 17:45:36.062881143+00:00,A0114,43.251646::-7.3381675,5,7
2023-05-11 17:54:00.645661563+00:00,A0114,43.251244::-7.3383022,7,7
2023-05-11 19:49:20.101181580+00:00,A0114,43.2513573::-7.3373238,3,7
2023-05-11 20:04:50.807762466+00:00,A0114,43.2514063::-7.3373179,8,8
2023-05-11 20:20:00.975376940+00:00,A0114,43.2513162::-7.3373721,17,8
2023-05-11 20:35:34.538135664+00:00,A0114,43.2513395::-7.3376157,5,10
2023-05-11 20:50:48.446979168+00:00,A0114,43.2512618::-7.337545,6,9
2023-05-11 21:06:01.561950534+00:00,A0114,43.2512272::-7.3374936,7,9
2023-05-11 21:17:51.635204353+00:00,A0114,43.2512192::-7.3372674,6,9
2023-05-11 21:33:05.514069630+00:00,A0114,43.2514962::-7.3377927,10,9
2023-05-12 01:11:42.007628979+00:00,A0114,43.2512684::-7.3379963,40,6
2023-05-12 01:21:40.976880067+00:00,A0114,43.2513637::-7.3374106,2,7
2023-05-12 01:53:04.321432183+00:00,A0114,43.251144::-7.3374672,4,6
2023-05-12 06:07:13.345438674+00:00,A0114,43.2508344::-7.3372373,79,4
2023-05-12 06:20:14.026702788+00:00,A0114,43.2515823::-7.3377485,7,7
2023-05-12 06:28:49.915776309+00:00,A0114,43.2514951::-7.3377759,7,7
2023-05-12 06:59:20.757982773+00:00,A0114,43.2512102::-7.3383408,19,6
2023-05-12 08:25:58.779657819+00:00,A0114,43.2512159::-7.3385692,10,8
2023-05-12 09:46:13.995025103+00:00,A0114,43.2513194::-7.3388935,21,5
2023-05-12 10:10:00.967960654+00:00,A0114,43.251567::-7.3372902,9,7
2023-05-12 10:32:51.901651999+00:00,A0114,43.2514814::-7.3372085,6,8
2023-05-12 10:40:39.898061965+00:00,A0114,43.2516351::-7.3377119,8,8
2023-05-12 10:55:53.839561572+00:00,A0114,43.2516262::-7.3374693,14,8
2023-05-12 11:18:51.954987776+00:00,A0114,43.2515057::-7.3372286,8,8
2023-05-12 11:26:52.003573865+00:00,A0114,43.2515498::-7.3372047,6,8
2023-05-12 11:42:28.789418688+00:00,A0114,43.2515673::-7.3377326,5,11
2023-05-12 11:55:53.817499558+00:00,A0114,43.2516571::-7.3375932,16,10
2023-05-12 12:11:01.171670664+00:00,A0114,43.2516154::-7.337466,11,10
2023-05-12 12:26:10.806096315+00:00,A0114,43.2515095::-7.3374247,12,10
2023-05-12 12:41:30.164442937+00:00,A0114,43.251363::-7.3372133,13,9
2023-05-12 14:40:12.080124842+00:00,A0114,43.2516044::-7.3376346,14,6
2023-05-12 14:48:35.738268226+00:00,A0114,43.2515487::-7.3373012,7,8
2023-05-12 14:56:44.869832649+00:00,A0114,43.2516149::-7.3374183,7,8
2023-05-12 15:06:14.801435921+00:00,A0114,43.2515468::-7.3371728,5,8
2023-05-12 15:20:17.774196013+00:00,A0114,43.2513078::-7.3371594,6,8
2023-05-12 15:29:28.761680116+00:00,A0114,43.2512326::-7.3373085,11,8
2023-05-12 15:44:35.003049257+00:00,A0114,43.2512896::-7.3373858,10,8
2023-05-12 15:59:48.751164225+00:00,A0114,43.2516153::-7.3373637,9,8
2023-05-12 16:15:26.910540644+00:00,A0114,43.2515533::-7.337453,4,7
2023-05-12 16:31:19.813429+00:00,A0114,43.2516746::-7.3374345,9,7
2023-05-12 16:40:05.742618758+00:00,A0114,43.2514674::-7.3374284,6,8
2023-05-12 17:53:28.980188195+00:00,A0114,43.2511628::-7.3385397,7,6
2023-05-12 18:43:05.075126790+00:00,A0114,43.251288::-7.3383231,5,8
2023-05-12 19:11:04.831335519+00:00,A0114,43.2511461::-7.3385356,4,7
2023-05-12 19:46:04.772435342+00:00,A0114,43.2517344::-7.33739,5,9
2023-05-12 20:05:50.140238739+00:00,A0114,43.2517003::-7.3373279,4,7
2023-05-12 20:28:58.772030034+00:00,A0114,43.2516728::-7.3371759,5,7
2023-05-12 20:36:51.822631710+00:00,A0114,43.2516568::-7.3371155,3,8
2023-05-12 20:52:06.791464337+00:00,A0114,43.2518625::-7.3376305,9,8
2023-05-12 21:04:27.810528773+00:00,A0114,43.2516986::-7.337391,12,8
2023-05-12 21:27:26.312943076+00:00,A0114,43.2516353::-7.337053,3,8
2023-05-13 00:52:09.843916357+00:00,A0114,43.2516761::-7.3373843,6,8
2023-05-13 01:07:36.398085116+00:00,A0114,43.2517427::-7.3374695,4,8
2023-05-13 01:30:25.283058140+00:00,A0114,43.2516228::-7.3374219,5,8
2023-05-13 01:38:12.281901883+00:00,A0114,43.251542::-7.3375731,2,8
2023-05-13 09:13:44.027038263+00:00,A0114,43.2518485::-7.3372602,32,6
2023-05-13 09:29:29.499935286+00:00,A0114,43.251941::-7.3374418,13,7
2023-05-13 09:45:05.471267799+00:00,A0114,43.2518921::-7.3375581,7,8
2023-05-13 10:00:18.484603862+00:00,A0114,43.2519076::-7.3374518,10,8
2023-05-13 10:15:31.410841182+00:00,A0114,43.2518403::-7.337116,12,8
2023-05-13 10:38:35.468924355+00:00,A0114,43.2517623::-7.3372215,4,10
2023-05-13 10:46:15.568357463+00:00,A0114,43.2519822::-7.3372563,10,10
2023-05-13 11:01:36.347873979+00:00,A0114,43.2520754::-7.3372384,13,9
2023-05-13 11:16:56.384130826+00:00,A0114,43.2519989::-7.3372692,11,9
2023-05-13 11:32:44.375437679+00:00,A0114,43.2518868::-7.3373593,4,8
2023-05-13 11:47:54.341027784+00:00,A0114,43.2517969::-7.3370986,10,8
2023-05-13 12:04:07.765927397+00:00,A0114,43.2519853::-7.3374306,5,8
2023-05-13 12:25:39.364177317+00:00,A0114,43.2520741::-7.3369586,7,8
2023-05-13 12:33:54.657200621+00:00,A0114,43.2519399::-7.3368395,11,8
2023-05-13 12:55:18.785397998+00:00,A0114,43.2519396::-7.3373782,9,8
2023-05-13 13:03:53.886764151+00:00,A0114,43.2518814::-7.337264,6,10
2023-05-13 13:19:03.699253145+00:00,A0114,43.2520768::-7.3371264,14,8
2023-05-13 13:34:14.405384663+00:00,A0114,43.2520677::-7.3372713,15,9
2023-05-13 14:46:06.507160678+00:00,A0114,43.2520732::-7.3372851,5,8
2023-05-13 14:54:41.419163590+00:00,A0114,43.2520729::-7.3376001,17,8
2023-05-13 15:17:51.478002535+00:00,A0114,43.2519976::-7.3372442,4,11
2023-05-13 15:25:34.755576345+00:00,A0114,43.251764::-7.3373762,11,10
2023-05-13 17:50:14.320171751+00:00,A0114,43.2516991::-7.3375283,9,6
2023-05-13 18:15:50.520835878+00:00,A0114,43.2511531::-7.3377015,3,8
2023-05-13 18:31:07.262094729+00:00,A0114,43.2510471::-7.3374986,11,8
2023-05-13 18:46:22.416648220+00:00,A0114,43.2510329::-7.337408,7,8
2023-05-13 19:09:36.479475650+00:00,A0114,43.2513985::-7.3377774,7,8
2023-05-13 19:22:52.857635885+00:00,A0114,43.25151::-7.3374666,6,9
2023-05-13 19:54:34.543440632+00:00,A0114,43.2518534::-7.3376276,9,8
2023-05-13 20:04:49.386043711+00:00,A0114,43.25225::-7.3372127,4,7
2023-05-13 20:27:52.865678605+00:00,A0114,43.2522709::-7.3373107,5,9
2023-05-13 20:36:38.321594953+00:00,A0114,43.2521305::-7.3367771,21,9
2023-05-13 21:08:40.346499030+00:00,A0114,43.2515973::-7.337757,12,8
2023-05-13 22:02:53.709600214+00:00,A0114,43.2512209::-7.3378499,4,9
2023-05-13 22:17:47.599864364+00:00,A0114,43.2512065::-7.3377293,16,9
2023-05-13 22:33:45.505098299+00:00,A0114,43.251082::-7.3376805,7,7
2023-05-13 22:50:54.437096233+00:00,A0114,43.2510112::-7.337314,2,8
2023-05-13 23:15:19.375672878+00:00,A0114,43.2513813::-7.3379005,13,7
2023-05-14 01:47:23.702474426+00:00,A0114,43.2511194::-7.337422,2,9
2023-05-14 02:02:36.391432801+00:00,A0114,43.2509582::-7.3371789,4,8
2023-05-14 02:31:06.548220257+00:00,A0114,43.2509704::-7.3374825,5,7
2023-05-14 02:50:02.380055014+00:00,A0114,43.251465::-7.3380707,13,7
2023-05-14 04:11:21.276112815+00:00,A0114,43.2515855::-7.3379337,6,8
2023-05-14 06:13:24.526525651+00:00,A0114,43.2514043::-7.3378941,7,6
2023-05-14 06:32:35.763353704+00:00,A0114,43.2512363::-7.3385999,26,5
2023-05-14 10:33:20.624010490+00:00,A0114,43.2547947::-7.3442295,12,7
2023-05-14 10:41:31.543188199+00:00,A0114,43.2548564::-7.3440609,14,8
2023-05-14 10:56:37.866289712+00:00,A0114,43.2546108::-7.3441512,21,8
2023-05-14 11:11:48.894371393+00:00,A0114,43.2547423::-7.3442344,13,8
2023-05-14 11:27:10.382954658+00:00,A0114,43.2548309::-7.3442817,11,8
2023-05-14 11:42:30.514269784+00:00,A0114,43.2545837::-7.3442834,11,8
2023-05-14 11:58:23.024498352+00:00,A0114,43.2546826::-7.3441304,3,8
2023-05-14 12:13:52.885311299+00:00,A0114,43.254768::-7.3440622,4,8
2023-05-14 12:53:08.146106118+00:00,A0114,43.2546896::-7.344251,4,7
2023-05-14 13:29:49.622935773+00:00,A0114,43.254764::-7.3443063,6,7
2023-05-14 13:43:11.586116604+00:00,A0114,43.2546995::-7.3445227,7,8
2023-05-14 14:25:12.382375372+00:00,A0114,43.2545176::-7.3441989,6,8
2023-05-14 14:41:06.442160538+00:00,A0114,43.2545818::-7.3443929,8,7
2023-05-14 15:02:21.430757113+00:00,A0114,43.2547873::-7.344608,6,7
2023-05-14 15:11:21.755057491+00:00,A0114,43.2547193::-7.3444883,6,9
2023-05-14 15:57:41.906524136+00:00,A0114,43.2546937::-7.3445058,13,8
2023-05-14 16:18:00.037756180+00:00,A0114,43.2547135::-7.3445795,14,7
2023-05-14 16:38:31.526161676+00:00,A0114,43.2547506::-7.3440773,12,7
2023-05-14 16:46:53.823026916+00:00,A0114,43.2545949::-7.3442459,9,7
2023-05-14 17:12:17.919554660+00:00,A0114,43.2531805::-7.3433951,6,7
2023-05-14 17:22:21.770139995+00:00,A0114,43.2531049::-7.3402844,19,6
2023-05-14 17:37:51.429303921+00:00,A0114,43.2510864::-7.338624,8,7
2023-05-14 17:55:54.483494557+00:00,A0114,43.2509058::-7.3385381,16,7
2023-05-14 19:17:22.500870097+00:00,A0114,43.2522179::-7.3370523,4,7
2023-05-14 19:40:13.640219873+00:00,A0114,43.2513779::-7.3386844,8,7
2023-05-14 19:48:23.570222379+00:00,A0114,43.2512142::-7.3379503,4,9
2023-05-14 19:56:31.322594607+00:00,A0114,43.2512211::-7.3386145,11,9
2023-05-14 23:52:55.761188688+00:00,A0114,43.2518129::-7.3387573,120,3
2023-05-15 02:22:36.462726179+00:00,A0114,43.2512167::-7.3385673,4,8
2023-05-15 07:18:40.594348662+00:00,A0114,43.2512491::-7.3384459,2,7
2023-05-15 08:31:04.448152090+00:00,A0114,43.2511498::-7.3386477,3,8
2023-05-15 09:55:21.918448266+00:00,A0114,43.2527786::-7.3442965,5,6
2023-05-15 10:05:52.784626724+00:00,A0114,43.2548353::-7.3444779,4,7
2023-05-15 10:14:25.069162069+00:00,A0114,43.2550475::-7.3445852,3,8
2023-05-15 10:29:51.362835275+00:00,A0114,43.2551695::-7.3446671,3,7
2023-05-15 10:45:29.483847681+00:00,A0114,43.2550813::-7.3444827,3,8
2023-05-15 11:00:45.858673145+00:00,A0114,43.2550535::-7.3441986,6,8
2023-05-15 11:20:05.794588057+00:00,A0114,43.2550056::-7.3447081,8,8
2023-05-15 11:36:33.307916246+00:00,A0114,43.2547999::-7.3445901,7,8
2023-05-15 11:44:47.349037641+00:00,A0114,43.2546902::-7.3445392,7,8
2023-05-15 11:52:57.735102675+00:00,A0114,43.2545519::-7.3445213,9,8
2023-05-15 12:04:29.346562539+00:00,A0114,43.2550327::-7.344664,4,7
2023-05-15 12:18:17.182916966+00:00,A0114,43.2551973::-7.3445709,3,9
2023-05-15 12:26:31.030562603+00:00,A0114,43.2552379::-7.3444421,7,9
2023-05-15 12:38:41.368387208+00:00,A0114,43.2551714::-7.3440861,7,9
2023-05-15 12:49:35.110735917+00:00,A0114,43.254745::-7.3441384,4,9
2023-05-15 13:04:27.457518723+00:00,A0114,43.2548269::-7.3444137,11,9
2023-05-15 13:45:03.432040880+00:00,A0114,43.2552964::-7.344315,11,9
2023-05-15 13:52:42.866617491+00:00,A0114,43.2551516::-7.3440504,11,9
2023-05-15 14:08:05.442604631+00:00,A0114,43.2548255::-7.3442239,13,9
2023-05-15 14:58:07.981617515+00:00,A0114,43.2547511::-7.3443924,11,8
2023-05-15 15:13:45.520478248+00:00,A0114,43.2551725::-7.3443586,6,8
2023-05-15 15:26:50.572149155+00:00,A0114,43.2551657::-7.3446584,4,8
2023-05-15 15:35:03.988801391+00:00,A0114,43.2550693::-7.3446737,5,8
2023-05-15 15:43:11.345236025+00:00,A0114,43.2550235::-7.3446169,7,8
2023-05-15 16:05:22.988636694+00:00,A0114,43.2550006::-7.3446973,7,7
2023-05-15 16:20:35.942834883+00:00,A0114,43.2546673::-7.3444817,7,8
2023-05-15 16:51:46.391254220+00:00,A0114,43.2528188::-7.3444975,7,7
2023-05-15 17:08:45.692135612+00:00,A0114,43.25204::-7.3386401,9,7
2023-05-15 17:21:39.418878741+00:00,A0114,43.2512772::-7.338451,6,7
2023-05-15 19:03:50.744086529+00:00,A0114,43.252908::-7.3440976,22,5
2023-05-15 19:14:56.044605280+00:00,A0114,43.2546079::-7.3443987,8,5
2023-05-15 19:38:49.814466630+00:00,A0114,43.2552811::-7.3447074,4,8
2023-05-15 19:54:27.202906893+00:00,A0114,43.2554565::-7.3447348,4,7
2023-05-15 20:10:03.350003514+00:00,A0114,43.2555363::-7.3444301,3,8
2023-05-15 20:25:14.933737442+00:00,A0114,43.2553391::-7.3443328,6,8
2023-05-15 20:40:41.583695640+00:00,A0114,43.2554427::-7.3443417,6,8
2023-05-15 20:55:57.363165850+00:00,A0114,43.2553641::-7.3446677,8,8
2023-05-15 21:11:12.886555678+00:00,A0114,43.2554166::-7.3445957,4,8
2023-05-16 00:21:16.527087376+00:00,A0114,43.2554462::-7.3445004,7,5
2023-05-16 00:36:53.933401080+00:00,A0114,43.2555434::-7.3445878,4,8
2023-05-16 00:52:35.299974324+00:00,A0114,43.2554628::-7.3444241,2,8
2023-05-16 01:15:29.792839633+00:00,A0114,43.2554733::-7.3444373,3,8
2023-05-16 02:15:12.175127509+00:00,A0114,43.2554324::-7.3444221,2,8
2023-05-16 06:11:52.629078252+00:00,A0114,43.2555962::-7.3445763,7,7
