time,deviceName,location,object_hAcc,object_sat
2023-09-07 16:27:39.070056740+00:00,A0013,43.2518473::-7.3401846,5,7
2023-09-07 16:39:38.959019653+00:00,A0013,43.2513363::-7.3392141,3,7
2023-09-07 17:43:46.868421797+00:00,A0013,43.2513046::-7.3382659,16,5
2023-09-07 17:56:53.349722122+00:00,A0013,43.2511808::-7.3383963,4,8
2023-09-07 18:24:05.992251656+00:00,A0013,43.2511565::-7.3385952,8,8
2023-09-07 19:32:33.016986821+00:00,A0013,43.2517973::-7.3398729,7,7
2023-09-07 19:41:04.893271351+00:00,A0013,43.2520535::-7.3403826,5,8
2023-09-07 19:56:25.011343197+00:00,A0013,43.251819::-7.3402379,3,8
2023-09-07 20:18:44.952310178+00:00,A0013,43.2518353::-7.3401589,4,5
2023-09-07 20:35:32.145295289+00:00,A0013,43.2517929::-7.3401759,7,7
2023-09-07 20:39:35.912469417+00:00,A0013,43.2520627::-7.3402996,7,9
2023-09-07 22:35:11.778603542+00:00,A0013,43.2519324::-7.3403024,4,7
2023-09-07 22:50:46.978949204+00:00,A0013,43.2518393::-7.3401485,3,7
2023-09-08 07:18:51.831439859+00:00,A0013,43.2511612::-7.3384356,4,5
2023-09-08 07:27:28.929871946+00:00,A0013,43.2511418::-7.3383589,2,7
2023-09-08 08:03:04.842198223+00:00,A0013,43.2511165::-7.3385048,3,6
2023-09-08 08:18:51.961476315+00:00,A0013,43.2512865::-7.338604,2,7
2023-09-08 09:16:17.814638189+00:00,A0013,43.2512496::-7.3385771,6,7
2023-09-08 09:25:25.772572429+00:00,A0013,43.2511982::-7.3385396,6,7
2023-09-08 09:33:49.913190093+00:00,A0013,43.2512388::-7.3385358,10,7
2023-09-08 10:35:54.855916215+00:00,A0013,43.2513291::-7.3385502,94,3
2023-09-08 10:57:52.818167807+00:00,A0013,43.2512283::-7.3383589,20,6
2023-09-08 11:16:41.992601887+00:00,A0013,43.2520628::-7.3400988,13,6
2023-09-08 11:25:38.048266754+00:00,A0013,43.2520371::-7.3403028,11,6
2023-09-08 11:38:18.056039380+00:00,A0013,43.2519936::-7.3402702,6,6
2023-09-08 11:49:30.897838718+00:00,A0013,43.2519627::-7.3400548,5,6
2023-09-08 11:59:34.854529951+00:00,A0013,43.252044::-7.3402754,5,7
2023-09-08 12:08:36.029766866+00:00,A0013,43.2520939::-7.3404494,5,6
2023-09-08 12:18:58.959759816+00:00,A0013,43.2518843::-7.3401427,3,6
2023-09-08 12:36:43.978166782+00:00,A0013,43.2521716::-7.3404804,4,7
2023-09-08 12:53:45.832835736+00:00,A0013,43.2519971::-7.3403351,2,7
2023-09-08 13:13:26.276678331+00:00,A0013,43.252114::-7.3402163,3,6
2023-09-08 13:22:26.068452367+00:00,A0013,43.2519053::-7.3399602,7,7
2023-09-08 14:50:22.037151754+00:00,A0013,43.2515052::-7.3393847,11,6
2023-09-08 14:59:58.990541389+00:00,A0013,43.2516021::-7.3391603,7,8
2023-09-08 15:15:12.066362867+00:00,A0013,43.2518396::-7.339494,8,8
2023-09-08 15:40:39.989854471+00:00,A0013,43.252136::-7.3393814,13,6
2023-09-08 15:52:56.009488660+00:00,A0013,43.2519813::-7.339936,8,7
2023-09-08 16:07:52.856137872+00:00,A0013,43.2520329::-7.3401897,6,6
2023-09-08 16:17:13.223307793+00:00,A0013,43.2520265::-7.3402923,5,6
2023-09-08 17:03:25.856899166+00:00,A0013,43.2521607::-7.3401188,7,5
2023-09-08 17:12:39.994325982+00:00,A0013,43.2520416::-7.3400872,5,6
2023-09-08 17:22:19.855211806+00:00,A0013,43.2519667::-7.3400796,3,7
2023-09-08 17:37:04.035749259+00:00,A0013,43.2511871::-7.3384153,4,6
2023-09-08 17:46:37.779703100+00:00,A0013,43.2511802::-7.3383941,5,6
2023-09-08 17:55:05.791113697+00:00,A0013,43.2511509::-7.3383785,2,7
2023-09-08 18:53:53.837372025+00:00,A0013,43.2511435::-7.3386586,6,8
2023-09-08 19:11:16.890514847+00:00,A0013,43.2518874::-7.3395466,10,8
2023-09-08 21:57:28.955567271+00:00,A0013,43.2520607::-7.340295,9,6
2023-09-08 22:12:24.058608861+00:00,A0013,43.2519288::-7.3403841,9,6
2023-09-08 22:23:12.921208327+00:00,A0013,43.2520558::-7.3401687,3,10
2023-09-09 02:16:00.940488681+00:00,A0013,43.2523976::-7.3399857,100,3
2023-09-09 02:48:15.869925579+00:00,A0013,43.2521795::-7.3399365,96,3
2023-09-09 03:03:58.944641462+00:00,A0013,43.2520616::-7.3400652,6,7
2023-09-09 05:53:04.851542912+00:00,A0013,43.2521241::-7.3405051,11,6
2023-09-09 06:15:28.004504320+00:00,A0013,43.2519716::-7.3400843,15,6
2023-09-09 06:30:53.031654273+00:00,A0013,43.2514506::-7.3397542,7,8
2023-09-09 06:46:15.527967915+00:00,A0013,43.2516222::-7.3402498,23,8
2023-09-09 07:11:11.803998312+00:00,A0013,43.2513753::-7.3385413,15,8
2023-09-09 07:19:35.843015268+00:00,A0013,43.2511372::-7.3384182,12,8
2023-09-09 07:51:52.921892972+00:00,A0013,43.2512402::-7.3385956,7,8
2023-09-09 08:12:51.886534759+00:00,A0013,43.2511365::-7.3382818,7,7
2023-09-09 08:33:52.229361527+00:00,A0013,43.2511737::-7.3384792,3,8
2023-09-09 09:03:58.897463161+00:00,A0013,43.2511728::-7.3386435,8,8
2023-09-09 09:21:31.966635101+00:00,A0013,43.2515349::-7.3387251,3,7
2023-09-09 09:30:05.029583296+00:00,A0013,43.2517778::-7.3393041,5,9
2023-09-09 09:45:08.264717472+00:00,A0013,43.2518831::-7.3403456,16,8
2023-09-09 10:00:49.973805229+00:00,A0013,43.2520471::-7.3404254,5,7
2023-09-09 10:15:21.941405505+00:00,A0013,43.2520114::-7.340388,5,7
2023-09-09 10:25:52.033782346+00:00,A0013,43.2520748::-7.340071,3,8
2023-09-09 10:33:47.848337585+00:00,A0013,43.2520704::-7.3401823,10,8
2023-09-09 10:55:21.032822719+00:00,A0013,43.2520044::-7.3402774,7,6
2023-09-09 11:04:52.874640079+00:00,A0013,43.2520763::-7.3403026,5,6
2023-09-09 11:13:57.974191399+00:00,A0013,43.2520323::-7.3404481,4,6
2023-09-09 11:25:42.897080509+00:00,A0013,43.2520179::-7.340328,8,6
2023-09-09 11:34:07.808367940+00:00,A0013,43.2519843::-7.3403097,7,7
2023-09-09 11:49:35.962678572+00:00,A0013,43.2520374::-7.3403269,10,7
2023-09-09 13:18:14.116695330+00:00,A0013,43.252063::-7.3400971,11,5
2023-09-09 13:56:29.292895027+00:00,A0013,43.2517024::-7.339795,4,7
2023-09-09 16:55:35.017027334+00:00,A0013,43.2520403::-7.3401801,15,5
2023-09-09 17:11:41.793310457+00:00,A0013,43.2519934::-7.3403064,5,7
2023-09-09 18:03:23.815104784+00:00,A0013,43.2516383::-7.3388529,5,8
2023-09-09 18:18:51.150212899+00:00,A0013,43.252007::-7.3399726,4,8
2023-09-09 19:10:34.943499067+00:00,A0013,43.2521383::-7.3400146,8,6
2023-09-09 19:20:35.004703916+00:00,A0013,43.2519794::-7.3401584,13,7
2023-09-09 19:35:21.901237939+00:00,A0013,43.2519127::-7.3400788,10,8
2023-09-09 20:02:34.869223298+00:00,A0013,43.2520754::-7.3401012,5,7
2023-09-09 20:13:11.776443550+00:00,A0013,43.2520289::-7.340162,7,7
2023-09-09 20:40:42.026384499+00:00,A0013,43.2517478::-7.3399043,3,9
2023-09-09 23:24:51.800356053+00:00,A0013,43.2520337::-7.3400522,10,7
2023-09-10 03:06:14.326697299+00:00,A0013,43.2516512::-7.3389309,2,8
2023-09-10 07:00:11.801509842+00:00,A0013,43.2509051::-7.3384565,88,3
2023-09-10 07:08:58.843454907+00:00,A0013,43.2511431::-7.3383738,5,7
2023-09-10 07:37:42.998621659+00:00,A0013,43.2512779::-7.3385363,5,7
2023-09-10 08:01:38.384180+00:00,A0013,43.2511377::-7.3385164,4,7
2023-09-10 08:51:05.849408899+00:00,A0013,43.2511507::-7.3386041,5,8
2023-09-10 09:01:59.995081269+00:00,A0013,43.251047::-7.3386751,18,8
2023-09-10 09:10:30.044682169+00:00,A0013,43.2511019::-7.3384783,12,8
2023-09-10 09:39:05.762779989+00:00,A0013,43.2513353::-7.3383008,6,8
2023-09-10 09:55:22.089670063+00:00,A0013,43.2511866::-7.3385049,10,8
2023-09-10 10:16:13.930139305+00:00,A0013,43.2512058::-7.3382978,8,7
2023-09-10 10:35:14.027062321+00:00,A0013,43.2512766::-7.3384947,7,7
2023-09-10 11:07:59.100828682+00:00,A0013,43.2519091::-7.340195,8,6
2023-09-10 11:16:42.455239646+00:00,A0013,43.2521047::-7.3402953,10,6
2023-09-10 11:26:45.859156821+00:00,A0013,43.2517927::-7.3401242,4,6
2023-09-10 11:35:46.941779324+00:00,A0013,43.2518168::-7.34008,5,6
2023-09-10 11:54:44.888646293+00:00,A0013,43.2521321::-7.3402975,5,6
2023-09-10 12:05:20.856476929+00:00,A0013,43.2518467::-7.3402026,7,5
2023-09-10 12:15:02.323367237+00:00,A0013,43.2517962::-7.3401207,4,5
2023-09-10 12:23:55.082847926+00:00,A0013,43.2518936::-7.3401403,8,6
2023-09-10 12:41:04.844135243+00:00,A0013,43.2518139::-7.3401238,5,8
2023-09-10 12:49:17.901530089+00:00,A0013,43.2517887::-7.3402464,13,8
2023-09-10 13:12:15.941429843+00:00,A0013,43.2517738::-7.3400863,7,7
2023-09-10 13:18:31.974051960+00:00,A0013,43.2518294::-7.3401124,14,7
2023-09-10 13:32:27.037763276+00:00,A0013,43.2513169::-7.3391384,10,10
2023-09-10 13:43:28.992656477+00:00,A0013,43.2518398::-7.3401067,28,9
2023-09-10 13:52:00.992511804+00:00,A0013,43.2518233::-7.3400564,29,9
2023-09-10 13:59:51.033132424+00:00,A0013,43.2519418::-7.3400627,17,8
2023-09-10 14:23:47.858213736+00:00,A0013,43.2518403::-7.3401061,5,7
2023-09-10 14:41:47.042255687+00:00,A0013,43.2518113::-7.3401486,10,7
2023-09-10 14:51:27.944040978+00:00,A0013,43.2518346::-7.3400939,5,7
2023-09-10 15:06:43.116251665+00:00,A0013,43.2517993::-7.3400295,4,7
2023-09-10 15:15:08.003319593+00:00,A0013,43.2518104::-7.3400419,16,7
2023-09-10 15:27:20.973429021+00:00,A0013,43.2517846::-7.3400291,8,6
2023-09-10 15:47:40.136344789+00:00,A0013,43.2517788::-7.3401289,6,6
2023-09-10 16:00:19.820944941+00:00,A0013,43.2517124::-7.3399872,5,8
2023-09-10 17:00:35.897591382+00:00,A0013,43.2517747::-7.3401621,6,7
2023-09-10 17:19:07.042275424+00:00,A0013,43.2518556::-7.3400623,9,6
2023-09-10 18:09:14.375107914+00:00,A0013,43.2520806::-7.3402575,5,7
2023-09-10 18:17:52.924343617+00:00,A0013,43.2520907::-7.3402386,7,8
2023-09-10 18:25:56.856576432+00:00,A0013,43.2518495::-7.3398838,15,8
2023-09-10 18:50:55.859048795+00:00,A0013,43.2518176::-7.3402544,27,8
2023-09-10 19:20:35.153868626+00:00,A0013,43.2513672::-7.3389105,5,8
2023-09-10 19:31:41.229705675+00:00,A0013,43.2515733::-7.3397967,8,8
2023-09-10 20:38:51.959384593+00:00,A0013,43.2518204::-7.3401214,5,6
2023-09-11 00:36:33.318630081+00:00,A0013,43.2521763::-7.3401953,16,5
2023-09-11 00:52:19.222287917+00:00,A0013,43.2520173::-7.33993,14,7
2023-09-11 03:09:10.406786771+00:00,A0013,43.2518249::-7.3401752,6,5
2023-09-11 05:47:10.840880835+00:00,A0013,43.2520708::-7.34037,6,5
2023-09-11 06:02:58.845142189+00:00,A0013,43.252121::-7.34025,6,7
2023-09-11 06:18:31.932977301+00:00,A0013,43.2521218::-7.3403549,3,7
2023-09-11 06:48:01.509872945+00:00,A0013,43.2513605::-7.3384439,3,7
2023-09-11 06:57:08.622318366+00:00,A0013,43.2511781::-7.3384152,3,8
2023-09-11 08:51:48.970510053+00:00,A0013,43.2512984::-7.3385952,10,5
2023-09-11 09:00:24.589568060+00:00,A0013,43.2511213::-7.3385411,12,5
2023-09-11 09:22:38.990637991+00:00,A0013,43.2512073::-7.3384498,15,8
2023-09-11 10:04:19.612879732+00:00,A0013,43.251857::-7.3396206,4,8
2023-09-11 10:39:53.850523119+00:00,A0013,43.2516426::-7.3397739,3,7
2023-09-11 10:59:48.991604666+00:00,A0013,43.2516892::-7.339727,3,8
2023-09-11 11:51:23.580300944+00:00,A0013,43.2516907::-7.3396986,5,8
2023-09-11 12:20:05.629995566+00:00,A0013,43.2517284::-7.3398154,5,9
2023-09-11 13:02:42.344431570+00:00,A0013,43.2514735::-7.3387238,20,8
2023-09-11 13:12:51.196463676+00:00,A0013,43.251784::-7.3393845,26,8
2023-09-11 13:22:52.349792543+00:00,A0013,43.2518006::-7.3395329,7,9
2023-09-11 13:32:13.446709316+00:00,A0013,43.2516177::-7.3395833,15,9
2023-09-11 13:40:23.366524874+00:00,A0013,43.2516642::-7.3395074,15,9
2023-09-11 13:54:46.657263122+00:00,A0013,43.2519027::-7.339635,16,9
2023-09-11 14:10:04.018193256+00:00,A0013,43.2518049::-7.3391345,13,8
2023-09-11 14:25:36.125244422+00:00,A0013,43.2517599::-7.3394704,14,8
2023-09-11 14:56:35.116511715+00:00,A0013,43.2517219::-7.3394,5,9
2023-09-11 15:09:23.981383946+00:00,A0013,43.2518127::-7.3394777,16,9
2023-09-11 15:26:39.862881648+00:00,A0013,43.2520094::-7.3395851,14,8
2023-09-11 15:40:05.538625228+00:00,A0013,43.2518155::-7.3397182,4,9
2023-09-11 17:00:15.964566890+00:00,A0013,43.2517825::-7.3395051,14,5
2023-09-11 17:15:16.469872481+00:00,A0013,43.25182::-7.3395224,6,7
2023-09-11 17:37:50.134352253+00:00,A0013,43.251761::-7.3393618,8,10
2023-09-11 17:55:53.000186039+00:00,A0013,43.2513201::-7.3387076,61,8
2023-09-11 18:04:32.780966084+00:00,A0013,43.2511541::-7.3383176,21,7
2023-09-11 19:02:22.131871109+00:00,A0013,43.2513077::-7.3384272,5,7
2023-09-11 19:10:48.906380394+00:00,A0013,43.2511313::-7.3386192,5,7
2023-09-11 19:26:24.899611025+00:00,A0013,43.2511449::-7.3386723,5,7
2023-09-11 19:46:35.212065403+00:00,A0013,43.2516848::-7.3396031,5,8
2023-09-11 19:54:42.210290543+00:00,A0013,43.2518868::-7.3394924,7,8
2023-09-11 21:38:55.984508097+00:00,A0013,43.2515667::-7.339657,23,5
2023-09-11 21:51:44.007086154+00:00,A0013,43.2517148::-7.3394681,5,7
2023-09-11 22:11:58.812348306+00:00,A0013,43.2517287::-7.3396162,2,10
2023-09-11 22:30:12.805907394+00:00,A0013,43.2517102::-7.339515,6,10
2023-09-12 01:21:50.009487854+00:00,A0013,43.2517375::-7.3395552,11,8
2023-09-12 01:42:32.508867265+00:00,A0013,43.2513047::-7.3391097,3,8
2023-09-12 01:58:31.443972988+00:00,A0013,43.2518295::-7.3398713,4,8
2023-09-12 06:53:34.977920211+00:00,A0013,43.2514068::-7.33836,20,5
2023-09-12 07:02:46.016364022+00:00,A0013,43.2511347::-7.3383595,4,6
2023-09-12 07:13:35.000726488+00:00,A0013,43.2511555::-7.338402,3,7
2023-09-12 07:41:58.154391085+00:00,A0013,43.2512704::-7.3385611,5,8
2023-09-12 07:50:15.975332294+00:00,A0013,43.251124::-7.3384341,3,8
2023-09-12 08:53:05.116565598+00:00,A0013,43.2513657::-7.3384878,4,8
2023-09-12 09:07:00.953412578+00:00,A0013,43.25116::-7.3386206,9,8
2023-09-12 09:21:05.038887117+00:00,A0013,43.2511284::-7.338528,6,7
2023-09-12 09:39:11.051122132+00:00,A0013,43.251318::-7.3385875,5,7
2023-09-12 09:54:21.945081864+00:00,A0013,43.2511712::-7.3385116,3,7
2023-09-12 10:51:30.760913823+00:00,A0013,43.2517541::-7.3395595,3,7
2023-09-12 11:00:07.030884823+00:00,A0013,43.2514854::-7.3390813,4,7
2023-09-12 11:20:10.369709015+00:00,A0013,43.2513815::-7.3390716,4,7
2023-09-12 11:31:50.810387207+00:00,A0013,43.2517002::-7.3395218,3,7
2023-09-12 11:41:46.922280937+00:00,A0013,43.2516994::-7.3396297,5,7
2023-09-12 11:49:41.774736260+00:00,A0013,43.2516819::-7.339576,10,8
2023-09-12 11:57:52.762718192+00:00,A0013,43.2517928::-7.3395047,9,8
2023-09-12 12:06:49.932165318+00:00,A0013,43.2518389::-7.3395683,6,7
2023-09-12 12:16:13.891146266+00:00,A0013,43.2517972::-7.3395881,5,7
2023-09-12 12:24:38.002458968+00:00,A0013,43.2516962::-7.3395925,6,7
2023-09-12 12:36:53.778636642+00:00,A0013,43.2514305::-7.3389691,7,7
2023-09-12 12:48:55.063277463+00:00,A0013,43.2513453::-7.3388954,4,7
2023-09-12 12:57:34.971488450+00:00,A0013,43.2514514::-7.3391333,4,7
2023-09-12 13:11:13.898567815+00:00,A0013,43.2514646::-7.3390645,7,7
2023-09-12 13:36:21.946624945+00:00,A0013,43.2518997::-7.3400405,86,7
2023-09-12 14:41:12.756054320+00:00,A0013,43.2516452::-7.3395523,28,8
2023-09-12 14:49:11.157296216+00:00,A0013,43.2516696::-7.3395499,31,8
2023-09-12 14:59:32.527072103+00:00,A0013,43.251978::-7.339483,44,8
2023-09-12 15:07:43.742336934+00:00,A0013,43.2513894::-7.3392068,26,9
2023-09-12 15:17:23.821076185+00:00,A0013,43.2515327::-7.3391107,15,9
2023-09-12 15:27:19.764447662+00:00,A0013,43.2516169::-7.3392123,65,8
2023-09-12 15:36:23.840634177+00:00,A0013,43.2513176::-7.3389647,26,8
2023-09-12 15:44:35.016682666+00:00,A0013,43.2513091::-7.3389265,64,10
2023-09-12 15:52:27.888994129+00:00,A0013,43.2514558::-7.3395423,12,10
2023-09-12 17:23:52.849846941+00:00,A0013,43.2514754::-7.3392042,4,7
2023-09-12 17:39:29.218945399+00:00,A0013,43.2513223::-7.3391636,3,7
2023-09-12 17:51:52.112048334+00:00,A0013,43.2515065::-7.3391513,4,8
2023-09-12 18:07:28.760962923+00:00,A0013,43.2515544::-7.3383829,5,7
2023-09-12 18:17:28.768671497+00:00,A0013,43.2511302::-7.3383819,4,7
2023-09-12 18:26:05.078661737+00:00,A0013,43.251165::-7.3383741,3,8
2023-09-12 18:57:09.740765922+00:00,A0013,43.2512344::-7.3384911,6,8
2023-09-12 19:42:44.967347371+00:00,A0013,43.2513921::-7.3388049,4,6
2023-09-12 19:51:21.186243350+00:00,A0013,43.2516893::-7.3393338,3,10
2023-09-12 20:28:54.453484943+00:00,A0013,43.251477::-7.3391034,9,8
2023-09-12 20:58:31.797058305+00:00,A0013,43.2516161::-7.3395627,3,7
2023-09-12 21:33:23.288953940+00:00,A0013,43.2517375::-7.3395965,3,7
2023-09-12 21:41:34.978959833+00:00,A0013,43.2517292::-7.3396752,4,8
2023-09-12 21:55:02.017389623+00:00,A0013,43.2515844::-7.3397554,3,7
2023-09-13 07:02:58.594544059+00:00,A0013,43.2509345::-7.3384261,40,5
2023-09-13 07:43:12.821645570+00:00,A0013,43.2512724::-7.3383479,7,7
2023-09-13 08:02:50.186561939+00:00,A0013,43.2511455::-7.3386666,5,9
2023-09-13 08:19:53.537573968+00:00,A0013,43.251148::-7.3385265,5,8
2023-09-13 08:29:41.766582708+00:00,A0013,43.251308::-7.3384531,8,8
2023-09-13 08:59:41.443352218+00:00,A0013,43.2511016::-7.3386197,13,7
2023-09-13 09:16:53.855167798+00:00,A0013,43.2516635::-7.3388269,8,8
2023-09-13 09:32:49.201217551+00:00,A0013,43.2517229::-7.3395685,8,6
2023-09-13 09:52:10.875210979+00:00,A0013,43.2515193::-7.3393009,6,6
2023-09-13 10:29:22.744184247+00:00,A0013,43.2516463::-7.3388407,7,5
2023-09-13 10:38:29.311739329+00:00,A0013,43.2516212::-7.3390171,7,6
2023-09-13 10:49:00.939801068+00:00,A0013,43.2516515::-7.3391112,10,6
2023-09-13 11:10:46.016142043+00:00,A0013,43.2516813::-7.3390281,3,7
2023-09-13 11:24:51.393229161+00:00,A0013,43.2517144::-7.3390458,5,8
2023-09-13 11:31:31.215547686+00:00,A0013,43.2516696::-7.339028,7,8
2023-09-13 11:46:44.030077468+00:00,A0013,43.2516454::-7.3391358,4,8
2023-09-13 12:02:36.014298693+00:00,A0013,43.2517591::-7.3393452,5,7
2023-09-13 14:23:28.810296018+00:00,A0013,43.2515623::-7.3394017,8,6
2023-09-13 16:00:59.013871079+00:00,A0013,43.2516325::-7.3390595,6,7
2023-09-13 16:11:21.973594798+00:00,A0013,43.2513523::-7.3388786,3,13
2023-09-13 16:19:25.908472633+00:00,A0013,43.2520059::-7.3390428,15,11
2023-09-13 16:27:38.021414415+00:00,A0013,43.2516875::-7.3388114,11,9
2023-09-13 16:42:49.791577605+00:00,A0013,43.2516066::-7.3389742,7,11
2023-09-13 16:57:57.869946194+00:00,A0013,43.251839::-7.3391466,11,10
2023-09-13 17:40:14.502451385+00:00,A0013,43.2511782::-7.3383859,15,10
2023-09-13 19:13:02.174786197+00:00,A0013,43.2541302::-7.3363518,44,5
2023-09-13 19:27:11.200375740+00:00,A0013,43.2519442::-7.3387436,16,7
2023-09-13 19:56:29.101780254+00:00,A0013,43.2517994::-7.3390922,3,8
2023-09-13 20:10:20.488942458+00:00,A0013,43.2492384::-7.3802003,36,5
2023-09-13 20:48:53.783629710+00:00,A0013,43.2516004::-7.3389518,6,9
2023-09-13 21:10:38.051301293+00:00,A0013,43.2515576::-7.3391481,3,7
2023-09-13 21:48:09.939679844+00:00,A0013,43.2517232::-7.3390278,3,7
2023-09-13 23:23:26.928998188+00:00,A0013,43.2516628::-7.3390579,5,5
2023-09-13 23:36:43.770546750+00:00,A0013,43.2516311::-7.339065,7,7
2023-09-14 01:03:52.748158111+00:00,A0013,43.2515359::-7.3393397,4,8
2023-09-14 01:17:34.879041337+00:00,A0013,43.2515229::-7.3394353,5,10
2023-09-14 03:13:13.768094528+00:00,A0013,43.2513473::-7.3388729,2,7
2023-09-14 06:43:35.049745923+00:00,A0013,43.252056::-7.3395213,4,7
2023-09-14 06:54:22.888729891+00:00,A0013,43.2511476::-7.3383315,7,7
2023-09-14 07:03:39.209260102+00:00,A0013,43.2511173::-7.3384477,5,9
2023-09-14 07:36:51.370601791+00:00,A0013,43.2511498::-7.3386368,6,9
2023-09-14 07:44:58.447245251+00:00,A0013,43.2512144::-7.3385786,9,9
2023-09-14 08:43:54.310793872+00:00,A0013,43.2511372::-7.3386634,3,8
2023-09-14 09:10:46.091967418+00:00,A0013,43.251636::-7.3389332,6,8
2023-09-14 09:36:44.826310167+00:00,A0013,43.2518035::-7.3395223,8,7
2023-09-14 09:52:38.090828136+00:00,A0013,43.2518692::-7.3400579,9,7
2023-09-14 10:02:25.074829396+00:00,A0013,43.2519882::-7.3401125,14,5
2023-09-14 10:18:23.035521306+00:00,A0013,43.2520268::-7.3401684,8,7
2023-09-14 10:40:34.952117119+00:00,A0013,43.2520055::-7.3398926,22,8
2023-09-14 10:48:55.839074256+00:00,A0013,43.2520923::-7.3401629,19,8
2023-09-14 11:01:28.932741277+00:00,A0013,43.2519916::-7.3401704,9,7
2023-09-14 11:16:59.784444082+00:00,A0013,43.2519343::-7.3405047,4,8
2023-09-14 11:52:37.974146666+00:00,A0013,43.2520428::-7.3400747,4,7
2023-09-14 12:08:51.784447167+00:00,A0013,43.2520108::-7.340035,5,6
2023-09-14 12:18:25.984580413+00:00,A0013,43.2520831::-7.3401624,12,6
2023-09-14 12:30:35.817283210+00:00,A0013,43.2519913::-7.3401263,7,6
2023-09-14 12:42:13.873515065+00:00,A0013,43.2518026::-7.3394244,5,8
2023-09-14 12:50:41.007252923+00:00,A0013,43.251929::-7.3399684,4,7
2023-09-14 13:03:07.817232642+00:00,A0013,43.252009::-7.3401789,4,6
2023-09-14 13:11:34.902537503+00:00,A0013,43.2520358::-7.3401656,4,7
2023-09-14 13:35:05.743436634+00:00,A0013,43.2519082::-7.3402108,4,7
2023-09-14 13:42:42.876718247+00:00,A0013,43.2520472::-7.3402011,5,7
2023-09-14 13:58:44.933346766+00:00,A0013,43.2520417::-7.3401518,6,6
2023-09-14 14:33:34.971233163+00:00,A0013,43.2518461::-7.3398996,7,7
2023-09-14 15:05:35.832093883+00:00,A0013,43.2520804::-7.3400387,6,9
2023-09-14 15:24:12.850831193+00:00,A0013,43.2520133::-7.3400322,4,9
2023-09-14 15:33:40.829313550+00:00,A0013,43.2520893::-7.3401798,18,9
2023-09-14 15:48:39.775860625+00:00,A0013,43.2518509::-7.3399988,15,9
2023-09-14 17:37:23.993370137+00:00,A0013,43.251967::-7.3402116,12,5
2023-09-14 17:52:05.857960459+00:00,A0013,43.251302::-7.3384638,9,6
2023-09-14 18:02:39.908908333+00:00,A0013,43.2511833::-7.33833,4,6
2023-09-14 19:12:42.722502348+00:00,A0013,43.2511553::-7.3385579,3,7
2023-09-14 19:29:52.893598084+00:00,A0013,43.2511711::-7.3385266,3,7
2023-09-14 19:53:41.940322692+00:00,A0013,43.2519345::-7.3401042,4,7
2023-09-14 20:10:58.963231730+00:00,A0013,43.251671::-7.3389679,5,5
2023-09-14 20:26:49.817425052+00:00,A0013,43.251609::-7.33901,3,8
2023-09-14 20:39:46.831926068+00:00,A0013,43.2513765::-7.3385956,73,9
2023-09-14 21:18:08.040106756+00:00,A0013,43.2521401::-7.3402297,6,8
2023-09-14 21:33:31.859328611+00:00,A0013,43.252066::-7.3401444,5,8
2023-09-14 21:42:04.904935908+00:00,A0013,43.2516847::-7.3391189,4,8
2023-09-14 21:56:56.931818584+00:00,A0013,43.25162::-7.3390686,10,8
2023-09-14 22:09:52.162273053+00:00,A0013,43.2515744::-7.3391068,4,10
2023-09-15 05:37:01.250753323+00:00,A0013,43.2515691::-7.3389204,4,6
2023-09-15 05:51:14.777633534+00:00,A0013,43.2513726::-7.3387132,8,7
2023-09-15 06:04:16.512976219+00:00,A0013,43.2517666::-7.3387596,5,7
2023-09-15 06:19:22.036972963+00:00,A0013,43.2515756::-7.338794,8,9
2023-09-15 06:38:04.136446207+00:00,A0013,43.2514027::-7.3392874,6,9
2023-09-15 06:53:38.916958252+00:00,A0013,43.2514097::-7.3384861,9,9
2023-09-15 07:03:24.361388335+00:00,A0013,43.251128::-7.3382661,25,9
2023-09-15 07:46:47.956436666+00:00,A0013,43.2511702::-7.3386,14,9
2023-09-15 07:57:13.958225390+00:00,A0013,43.2510094::-7.3386868,8,8
2023-09-15 09:22:05.370124224+00:00,A0013,43.251216::-7.3384073,5,10
2023-09-15 09:49:16.511286884+00:00,A0013,43.2511591::-7.3386856,18,8
2023-09-15 10:06:55.779128534+00:00,A0013,43.2516479::-7.3391348,19,8
2023-09-15 10:15:03.052849648+00:00,A0013,43.2519659::-7.33959,17,8
2023-09-15 10:31:50.002905124+00:00,A0013,43.2517588::-7.3393902,16,9
2023-09-15 10:55:13.365109139+00:00,A0013,43.2521758::-7.3405426,10,7
2023-09-15 11:06:48.905544799+00:00,A0013,43.2519615::-7.3404352,7,7
2023-09-15 11:18:51.938894780+00:00,A0013,43.252099::-7.3404617,5,7
2023-09-15 11:27:52.839998826+00:00,A0013,43.2520526::-7.3404549,6,6
2023-09-15 11:36:42.770976142+00:00,A0013,43.2520496::-7.3401617,5,7
2023-09-15 11:48:55.315877659+00:00,A0013,43.2520012::-7.3400942,5,6
2023-09-15 11:57:34.778104828+00:00,A0013,43.2520355::-7.339985,6,7
2023-09-15 12:12:48.967885509+00:00,A0013,43.2519912::-7.3400697,16,4
2023-09-15 12:24:40.858163238+00:00,A0013,43.2520297::-7.3402038,14,4
2023-09-15 12:36:58.856692265+00:00,A0013,43.2521608::-7.3402009,11,7
