time,deviceName,object_hAcc,object_sat,latitud,longitud,geometry
2023-04-23 14:58:25.356406003+00:00,B1118,12,9,43.2520935,-7.3368073,POINT (-7.3368073 43.2520935)
2023-04-23 15:37:45.606362358+00:00,B1118,9,8,43.2518905,-7.3361989,POINT (-7.3361989 43.2518905)
2023-04-23 15:46:35.606612485+00:00,B1118,17,8,43.251966,-7.3364228,POINT (-7.3364228 43.251966)
2023-04-23 18:20:09.356924002+00:00,B1118,26,8,43.2525888,-7.3375429,POINT (-7.3375429 43.2525888)
2023-04-23 19:03:47.606526581+00:00,B1118,11,8,43.2522136,-7.3368317,POINT (-7.3368317 43.2522136)
2023-04-23 19:13:30.606325805+00:00,B1118,9,9,43.252068,-7.3367823,POINT (-7.3367823 43.252068)
2023-04-23 19:22:19.606520380+00:00,B1118,10,9,43.2519911,-7.3368055,POINT (-7.3368055 43.2519911)
2023-04-23 19:30:39.606650869+00:00,B1118,17,9,43.2520729,-7.3369594,POINT (-7.3369594 43.2520729)
2023-04-23 20:17:41.857140414+00:00,B1118,13,12,43.2521132,-7.3366124,POINT (-7.3366124 43.2521132)
2023-04-23 20:41:18.606414825+00:00,B1118,7,8,43.2521339,-7.3367162,POINT (-7.3367162 43.2521339)
2023-04-23 23:07:11.856377751+00:00,B1118,11,7,43.2521017,-7.3367768,POINT (-7.3367768 43.2521017)
2023-04-24 02:00:13.110663992+00:00,B1118,13,8,43.2520626,-7.3362513,POINT (-7.3362513 43.2520626)
2023-04-24 02:25:32.106926304+00:00,B1118,29,7,43.2519511,-7.33629,POINT (-7.33629 43.2519511)
2023-04-24 06:48:35.606835277+00:00,B1118,47,3,43.2510311,-7.3383139,POINT (-7.3383139 43.2510311)
2023-04-24 09:26:49.856266981+00:00,B1118,10,8,43.2549491,-7.3448632,POINT (-7.3448632 43.2549491)
2023-04-24 09:35:29.356572098+00:00,B1118,10,8,43.2550033,-7.3447853,POINT (-7.3447853 43.2550033)
2023-04-24 09:44:11.856704266+00:00,B1118,7,9,43.2548467,-7.34519,POINT (-7.34519 43.2548467)
2023-04-24 09:52:41.860820931+00:00,B1118,11,8,43.2549446,-7.3452373,POINT (-7.3452373 43.2549446)
2023-04-24 10:07:57.106733010+00:00,B1118,14,8,43.2549611,-7.3453733,POINT (-7.3453733 43.2549611)
2023-04-24 10:16:14.356365103+00:00,B1118,15,8,43.2549475,-7.345397,POINT (-7.345397 43.2549475)
2023-04-24 11:03:04.106853883+00:00,B1118,20,9,43.2548862,-7.3451423,POINT (-7.3451423 43.2548862)
2023-04-24 11:11:17.606704808+00:00,B1118,18,8,43.2549106,-7.3452643,POINT (-7.3452643 43.2549106)
2023-04-24 13:22:41.356493223+00:00,B1118,9,11,43.2548842,-7.3450245,POINT (-7.3450245 43.2548842)
2023-04-24 13:37:53.606478680+00:00,B1118,10,11,43.2548418,-7.3452919,POINT (-7.3452919 43.2548418)
2023-04-24 13:46:15.131506728+00:00,B1118,19,11,43.2549851,-7.3453127,POINT (-7.3453127 43.2549851)
2023-04-24 14:32:06.606219591+00:00,B1118,12,9,43.2548879,-7.3452755,POINT (-7.3452755 43.2548879)
2023-04-24 14:40:58.107100005+00:00,B1118,11,8,43.2549182,-7.3454321,POINT (-7.3454321 43.2549182)
2023-04-24 14:49:42.115021026+00:00,B1118,10,10,43.2549451,-7.3453199,POINT (-7.3453199 43.2549451)
2023-04-24 14:57:58.606549844+00:00,B1118,12,10,43.2549627,-7.3453792,POINT (-7.3453792 43.2549627)
2023-04-24 16:26:33.106856808+00:00,B1118,14,10,43.254888,-7.3451403,POINT (-7.3451403 43.254888)
2023-04-24 16:50:11.606473025+00:00,B1118,12,11,43.2548344,-7.3449262,POINT (-7.3449262 43.2548344)
2023-04-24 17:28:24.356491500+00:00,B1118,14,10,43.2511789,-7.3384863,POINT (-7.3384863 43.2511789)
2023-04-24 18:12:19.606588287+00:00,B1118,17,8,43.2513093,-7.3385108,POINT (-7.3385108 43.2513093)
2023-04-24 19:01:38.609414746+00:00,B1118,17,5,43.2527773,-7.345096,POINT (-7.345096 43.2527773)
2023-04-24 19:17:12.356706705+00:00,B1118,10,9,43.2551663,-7.3452308,POINT (-7.3452308 43.2551663)
2023-04-24 19:26:44.606484346+00:00,B1118,12,8,43.2551468,-7.3452779,POINT (-7.3452779 43.2551468)
2023-04-24 19:42:29.606535054+00:00,B1118,11,10,43.2551327,-7.3452038,POINT (-7.3452038 43.2551327)
2023-04-24 19:50:46.357026464+00:00,B1118,9,10,43.2550859,-7.3448374,POINT (-7.3448374 43.2550859)
2023-04-24 20:14:03.106946753+00:00,B1118,11,9,43.255071,-7.3455056,POINT (-7.3455056 43.255071)
2023-04-24 20:30:30.106790798+00:00,B1118,7,8,43.2551099,-7.3450414,POINT (-7.3450414 43.2551099)
2023-04-24 20:40:35.607206493+00:00,B1118,8,9,43.2550077,-7.3449193,POINT (-7.3449193 43.2550077)
2023-04-24 20:48:53.107782504+00:00,B1118,10,9,43.2549858,-7.3450117,POINT (-7.3450117 43.2549858)
2023-04-25 00:58:20.356884968+00:00,B1118,25,6,43.2551433,-7.3453835,POINT (-7.3453835 43.2551433)
2023-04-25 02:57:46.356339008+00:00,B1118,12,6,43.2550699,-7.3451232,POINT (-7.3451232 43.2550699)
2023-04-25 08:11:45.856440958+00:00,B1118,16,6,43.251353,-7.3385366,POINT (-7.3385366 43.251353)
2023-04-25 10:07:04.606448005+00:00,B1118,77,3,43.2525144,-7.3440228,POINT (-7.3440228 43.2525144)
2023-04-25 10:28:46.606419090+00:00,B1118,12,9,43.2551349,-7.3454781,POINT (-7.3454781 43.2551349)
2023-04-25 10:52:17.606662060+00:00,B1118,15,9,43.2551889,-7.3454366,POINT (-7.3454366 43.2551889)
2023-04-25 11:00:38.374227493+00:00,B1118,16,8,43.2550994,-7.3454546,POINT (-7.3454546 43.2550994)
2023-04-25 11:23:53.380520940+00:00,B1118,15,8,43.2551666,-7.3452655,POINT (-7.3452655 43.2551666)
2023-04-25 11:39:43.314455653+00:00,B1118,9,8,43.2552647,-7.3450035,POINT (-7.3450035 43.2552647)
2023-04-25 11:48:04.441467663+00:00,B1118,14,8,43.2552726,-7.3444079,POINT (-7.3444079 43.2552726)
2023-04-25 12:11:41.557765565+00:00,B1118,8,10,43.2552723,-7.3450377,POINT (-7.3450377 43.2552723)
2023-04-25 12:19:56.734936515+00:00,B1118,11,12,43.2551887,-7.3453813,POINT (-7.3453813 43.2551887)
2023-04-25 12:31:09.469333889+00:00,B1118,15,10,43.255112,-7.3452879,POINT (-7.3452879 43.255112)
2023-04-25 13:51:46.671595867+00:00,B1118,7,10,43.2551874,-7.345544,POINT (-7.345544 43.2551874)
2023-04-25 14:00:44.301873720+00:00,B1118,16,9,43.2551491,-7.3454854,POINT (-7.3454854 43.2551491)
2023-04-25 14:23:11.577555262+00:00,B1118,9,9,43.2552356,-7.3450552,POINT (-7.3450552 43.2552356)
2023-04-25 14:38:42.472376303+00:00,B1118,16,8,43.2552224,-7.3452907,POINT (-7.3452907 43.2552224)
2023-04-25 14:47:25.382015167+00:00,B1118,10,12,43.2551927,-7.345288,POINT (-7.345288 43.2551927)
2023-04-25 16:33:41.402953417+00:00,B1118,8,11,43.2552145,-7.3455387,POINT (-7.3455387 43.2552145)
2023-04-25 16:41:57.530004889+00:00,B1118,13,11,43.2551955,-7.3456001,POINT (-7.3456001 43.2551955)
2023-04-25 17:05:09.544953611+00:00,B1118,10,11,43.2552829,-7.3455629,POINT (-7.3455629 43.2552829)
2023-04-25 17:24:32.605750434+00:00,B1118,16,11,43.2528067,-7.3452355,POINT (-7.3452355 43.2528067)
2023-04-25 17:34:57.858240199+00:00,B1118,15,10,43.2532823,-7.3404744,POINT (-7.3404744 43.2532823)
2023-04-25 17:48:18.541378732+00:00,B1118,15,10,43.2510705,-7.3382601,POINT (-7.3382601 43.2510705)
2023-04-25 19:30:00.161599566+00:00,B1118,18,5,43.2526311,-7.3442319,POINT (-7.3442319 43.2526311)
2023-04-25 19:41:20.498515505+00:00,B1118,23,5,43.2548638,-7.3447152,POINT (-7.3447152 43.2548638)
2023-04-25 19:49:20.525744886+00:00,B1118,7,7,43.2554035,-7.3451276,POINT (-7.3451276 43.2554035)
2023-04-25 19:58:12.335419251+00:00,B1118,9,9,43.2553826,-7.3453104,POINT (-7.3453104 43.2553826)
2023-04-25 20:06:40.484035724+00:00,B1118,10,9,43.2552904,-7.3455072,POINT (-7.3455072 43.2552904)
2023-04-25 20:30:17.428908684+00:00,B1118,10,8,43.2553518,-7.345423,POINT (-7.345423 43.2553518)
2023-04-25 21:02:12.638974654+00:00,B1118,6,11,43.255301,-7.3454298,POINT (-7.3454298 43.255301)
2023-04-25 21:10:29.336227898+00:00,B1118,15,9,43.2552297,-7.3455658,POINT (-7.3455658 43.2552297)
2023-04-25 21:29:42.354245851+00:00,B1118,19,9,43.2551934,-7.3452715,POINT (-7.3452715 43.2551934)
