time,deviceName,object_hAcc,object_sat,latitud,longitud,geometry
2023-04-22 16:01:03.606746272+00:00,A0117,5,9,43.254785,-7.3444386,POINT (-7.3444386 43.254785)
2023-04-22 16:16:23.606415672+00:00,A0117,9,8,43.2547681,-7.343832,POINT (-7.343832 43.2547681)
2023-04-22 16:46:03.606463959+00:00,A0117,4,9,43.2549572,-7.3445558,POINT (-7.3445558 43.2549572)
2023-04-22 17:59:49.606403805+00:00,A0117,7,8,43.2552805,-7.3446153,POINT (-7.3446153 43.2552805)
2023-04-22 18:15:11.606387367+00:00,A0117,4,9,43.255433,-7.3447818,POINT (-7.3447818 43.255433)
2023-04-22 18:30:26.856466671+00:00,A0117,5,9,43.2552874,-7.344714,POINT (-7.344714 43.2552874)
2023-04-22 18:45:45.606810946+00:00,A0117,6,9,43.2553934,-7.3446242,POINT (-7.3446242 43.2553934)
2023-04-22 19:01:16.606258792+00:00,A0117,8,8,43.2554119,-7.3444889,POINT (-7.3444889 43.2554119)
2023-04-22 19:16:34.606425455+00:00,A0117,6,8,43.2552851,-7.3446187,POINT (-7.3446187 43.2552851)
2023-04-22 19:32:11.615433774+00:00,A0117,4,9,43.2556104,-7.3445054,POINT (-7.3445054 43.2556104)
2023-04-22 19:47:33.606310120+00:00,A0117,4,10,43.2553455,-7.3444026,POINT (-7.3444026 43.2553455)
2023-04-22 21:39:56.606488805+00:00,A0117,3,8,43.255277,-7.344037,POINT (-7.344037 43.255277)
2023-04-23 01:12:55.856412169+00:00,A0117,1,9,43.2550562,-7.3440729,POINT (-7.3440729 43.2550562)
2023-04-23 01:28:12.107612347+00:00,A0117,3,9,43.2549761,-7.3439916,POINT (-7.3439916 43.2549761)
2023-04-23 01:45:55.106974076+00:00,A0117,3,9,43.2547962,-7.3438798,POINT (-7.3438798 43.2547962)
2023-04-23 03:47:06.356674340+00:00,A0117,3,8,43.2548052,-7.3437743,POINT (-7.3437743 43.2548052)
2023-04-23 04:02:59.606390277+00:00,A0117,2,11,43.2549931,-7.3440235,POINT (-7.3440235 43.2549931)
2023-04-23 06:49:16.106727819+00:00,A0117,8,6,43.2532951,-7.3431405,POINT (-7.3431405 43.2532951)
2023-04-23 07:01:22.856481160+00:00,A0117,4,6,43.2514228,-7.3385083,POINT (-7.3385083 43.2514228)
2023-04-23 07:07:11.607234570+00:00,A0117,6,8,43.2511362,-7.3383408,POINT (-7.3383408 43.2511362)
2023-04-23 09:08:24.856313887+00:00,A0117,6,8,43.2511838,-7.3386046,POINT (-7.3386046 43.2511838)
2023-04-23 09:34:50.365542020+00:00,A0117,12,8,43.2512474,-7.3386026,POINT (-7.3386026 43.2512474)
2023-04-23 10:37:13.110098796+00:00,A0117,5,10,43.2524012,-7.3374362,POINT (-7.3374362 43.2524012)
2023-04-23 10:52:29.363285271+00:00,A0117,6,10,43.2522494,-7.3371315,POINT (-7.3371315 43.2522494)
2023-04-23 11:07:48.856436442+00:00,A0117,8,10,43.2522503,-7.3368434,POINT (-7.3368434 43.2522503)
2023-04-23 11:18:19.856399737+00:00,A0117,7,10,43.2522421,-7.3368083,POINT (-7.3368083 43.2522421)
2023-04-23 11:35:48.606375411+00:00,A0117,7,10,43.2523058,-7.3373981,POINT (-7.3373981 43.2523058)
2023-04-23 12:14:06.606321185+00:00,A0117,7,9,43.2522324,-7.3371291,POINT (-7.3371291 43.2522324)
2023-04-23 12:29:26.606603020+00:00,A0117,7,8,43.2524277,-7.3370867,POINT (-7.3370867 43.2524277)
2023-04-23 12:57:21.606530092+00:00,A0117,3,11,43.2522048,-7.3370307,POINT (-7.3370307 43.2522048)
2023-04-23 13:12:42.365373087+00:00,A0117,4,10,43.25211,-7.3368908,POINT (-7.3368908 43.25211)
2023-04-23 13:27:58.606941565+00:00,A0117,7,9,43.2520406,-7.3366254,POINT (-7.3366254 43.2520406)
2023-04-23 14:50:38.611146188+00:00,A0117,11,9,43.2525582,-7.3375008,POINT (-7.3375008 43.2525582)
2023-04-23 15:06:26.606928368+00:00,A0117,9,9,43.25275,-7.3368404,POINT (-7.3368404 43.25275)
2023-04-23 15:23:11.856815275+00:00,A0117,5,10,43.2522791,-7.3364051,POINT (-7.3364051 43.2522791)
2023-04-23 15:47:42.606547502+00:00,A0117,8,10,43.2519961,-7.3363035,POINT (-7.3363035 43.2519961)
2023-04-23 16:07:49.356886707+00:00,A0117,12,9,43.2521442,-7.3364218,POINT (-7.3364218 43.2521442)
2023-04-23 16:25:06.606468325+00:00,A0117,9,9,43.2521411,-7.336654,POINT (-7.336654 43.2521411)
2023-04-23 18:33:36.606334665+00:00,A0117,7,9,43.2522452,-7.337008,POINT (-7.337008 43.2522452)
2023-04-23 18:51:19.856351595+00:00,A0117,7,9,43.2523697,-7.3370724,POINT (-7.3370724 43.2523697)
2023-04-23 19:06:33.606435138+00:00,A0117,6,9,43.2522001,-7.3368669,POINT (-7.3368669 43.2522001)
2023-04-24 01:26:07.356443989+00:00,A0117,2,9,43.2525645,-7.3374107,POINT (-7.3374107 43.2525645)
2023-04-24 01:55:50.356360646+00:00,A0117,3,9,43.2523673,-7.3374302,POINT (-7.3374302 43.2523673)
2023-04-24 02:40:02.106734089+00:00,A0117,4,8,43.2523278,-7.3373128,POINT (-7.3373128 43.2523278)
2023-04-24 02:57:19.107101244+00:00,A0117,5,8,43.2525777,-7.3370204,POINT (-7.3370204 43.2525777)
2023-04-24 03:12:26.856940379+00:00,A0117,6,8,43.2521298,-7.3370081,POINT (-7.3370081 43.2521298)
2023-04-24 03:41:28.107221334+00:00,A0117,1,9,43.2521024,-7.3367431,POINT (-7.3367431 43.2521024)
2023-04-24 05:35:08.607164990+00:00,A0117,2,9,43.2521996,-7.3372657,POINT (-7.3372657 43.2521996)
2023-04-24 06:28:29.610657997+00:00,A0117,2,9,43.2514525,-7.3380412,POINT (-7.3380412 43.2514525)
2023-04-24 06:38:49.356430399+00:00,A0117,9,8,43.251152,-7.3383335,POINT (-7.3383335 43.251152)
2023-04-24 07:38:49.106882259+00:00,A0117,7,8,43.2511857,-7.3385874,POINT (-7.3385874 43.2511857)
2023-04-24 09:14:29.878590149+00:00,A0117,9,8,43.2526522,-7.3449305,POINT (-7.3449305 43.2526522)
2023-04-24 09:22:50.606497383+00:00,A0117,20,8,43.2547553,-7.344809,POINT (-7.344809 43.2547553)
2023-04-24 09:31:05.107092746+00:00,A0117,14,8,43.2548144,-7.3448403,POINT (-7.3448403 43.2548144)
2023-04-24 09:46:16.107030825+00:00,A0117,14,8,43.2547717,-7.344587,POINT (-7.344587 43.2547717)
2023-04-24 10:01:58.606325705+00:00,A0117,7,8,43.2546966,-7.3445946,POINT (-7.3445946 43.2546966)
2023-04-24 10:32:42.356530526+00:00,A0117,4,10,43.2548916,-7.3448469,POINT (-7.3448469 43.2548916)
2023-04-24 10:47:57.107061355+00:00,A0117,8,10,43.2547105,-7.3448227,POINT (-7.3448227 43.2547105)
2023-04-24 11:03:20.856407449+00:00,A0117,5,9,43.2546573,-7.3447035,POINT (-7.3447035 43.2546573)
2023-04-24 11:18:39.107658010+00:00,A0117,7,9,43.2546828,-7.3448831,POINT (-7.3448831 43.2546828)
2023-04-24 11:33:57.879513864+00:00,A0117,5,8,43.2549536,-7.3452831,POINT (-7.3452831 43.2549536)
2023-04-24 13:19:05.356441936+00:00,A0117,4,9,43.2549047,-7.344929,POINT (-7.344929 43.2549047)
2023-04-24 13:34:21.356617395+00:00,A0117,10,8,43.2548527,-7.344895,POINT (-7.344895 43.2548527)
2023-04-24 13:49:39.107898988+00:00,A0117,11,8,43.2549188,-7.3447338,POINT (-7.3447338 43.2549188)
2023-04-24 14:27:12.106982895+00:00,A0117,4,9,43.2547265,-7.3447744,POINT (-7.3447744 43.2547265)
2023-04-24 16:25:27.106937412+00:00,A0117,6,9,43.254884,-7.3449045,POINT (-7.3449045 43.254884)
2023-04-24 16:40:48.606493998+00:00,A0117,10,9,43.2547345,-7.3447966,POINT (-7.3447966 43.2547345)
2023-04-24 17:18:59.106558070+00:00,A0117,10,9,43.2520828,-7.3385518,POINT (-7.3385518 43.2520828)
2023-04-24 17:29:50.356610340+00:00,A0117,5,8,43.2511393,-7.3384086,POINT (-7.3384086 43.2511393)
2023-04-24 19:01:04.356380717+00:00,A0117,18,5,43.2526764,-7.3448052,POINT (-7.3448052 43.2526764)
2023-04-24 19:17:36.106425757+00:00,A0117,2,9,43.2551013,-7.3452571,POINT (-7.3452571 43.2551013)
2023-04-24 19:32:55.108224926+00:00,A0117,4,9,43.2550744,-7.3449683,POINT (-7.3449683 43.2550744)
2023-04-24 19:48:13.115800554+00:00,A0117,4,8,43.2550727,-7.345218,POINT (-7.345218 43.2550727)
2023-04-24 20:03:37.106513139+00:00,A0117,4,8,43.2550683,-7.3449859,POINT (-7.3449859 43.2550683)
2023-04-24 20:18:54.106443701+00:00,A0117,3,8,43.2550214,-7.3448047,POINT (-7.3448047 43.2550214)
2023-04-24 20:34:11.607826173+00:00,A0117,4,8,43.2549498,-7.3446214,POINT (-7.3446214 43.2549498)
2023-04-24 22:30:55.356499287+00:00,A0117,4,11,43.2549634,-7.3448296,POINT (-7.3448296 43.2549634)
2023-04-24 22:46:11.108514116+00:00,A0117,4,10,43.2549617,-7.3451087,POINT (-7.3451087 43.2549617)
2023-04-24 23:01:25.106969242+00:00,A0117,4,10,43.255017,-7.3451885,POINT (-7.3451885 43.255017)
2023-04-25 01:46:50.856433328+00:00,A0117,4,6,43.2550288,-7.3451678,POINT (-7.3451678 43.2550288)
2023-04-25 06:49:51.607806448+00:00,A0117,15,4,43.253142,-7.3442851,POINT (-7.3442851 43.253142)
2023-04-25 07:01:01.107817484+00:00,A0117,8,5,43.2531376,-7.3436772,POINT (-7.3436772 43.2531376)
2023-04-25 07:13:19.107585678+00:00,A0117,6,5,43.2516547,-7.3380462,POINT (-7.3380462 43.2516547)
2023-04-25 07:25:29.606335879+00:00,A0117,5,8,43.2511446,-7.3384033,POINT (-7.3384033 43.2511446)
2023-04-25 10:17:35.606528881+00:00,A0117,5,8,43.2552655,-7.3447996,POINT (-7.3447996 43.2552655)
2023-04-25 10:25:44.356471166+00:00,A0117,8,8,43.2552858,-7.3453215,POINT (-7.3453215 43.2552858)
2023-04-25 10:40:50.606676139+00:00,A0117,8,8,43.2551515,-7.3451046,POINT (-7.3451046 43.2551515)
2023-04-25 10:56:11.606445133+00:00,A0117,7,8,43.2551598,-7.3451348,POINT (-7.3451348 43.2551598)
2023-04-25 11:25:12.450479641+00:00,A0117,3,8,43.2551332,-7.3450768,POINT (-7.3450768 43.2551332)
2023-04-25 13:06:41.570937187+00:00,A0117,3,8,43.2552703,-7.3449502,POINT (-7.3449502 43.2552703)
2023-04-25 13:21:54.302594385+00:00,A0117,7,9,43.2551968,-7.3449654,POINT (-7.3449654 43.2551968)
2023-04-25 13:37:12.519883259+00:00,A0117,6,8,43.2552793,-7.3449727,POINT (-7.3449727 43.2552793)
2023-04-25 17:21:37.523959307+00:00,A0117,7,6,43.2534688,-7.3443257,POINT (-7.3443257 43.2534688)
2023-04-25 17:36:44.323127296+00:00,A0117,8,8,43.2532085,-7.3403622,POINT (-7.3403622 43.2532085)
2023-04-25 17:41:49.726980231+00:00,A0117,45,8,43.2516152,-7.338105,POINT (-7.338105 43.2516152)
2023-04-25 17:49:58.350985229+00:00,A0117,14,8,43.2509117,-7.3384545,POINT (-7.3384545 43.2509117)
2023-04-25 18:46:49.368383561+00:00,A0117,5,8,43.2512496,-7.338569,POINT (-7.338569 43.2512496)
2023-04-25 19:27:53.347273718+00:00,A0117,5,9,43.2530191,-7.343153,POINT (-7.343153 43.2530191)
2023-04-25 19:38:54.727983598+00:00,A0117,5,8,43.2536595,-7.344351,POINT (-7.344351 43.2536595)
2023-04-25 19:47:50.436668819+00:00,A0117,5,8,43.2553649,-7.3451395,POINT (-7.3451395 43.2553649)
2023-04-25 20:03:41.489552619+00:00,A0117,2,8,43.2553117,-7.3453388,POINT (-7.3453388 43.2553117)
2023-04-25 20:19:16.486256516+00:00,A0117,3,8,43.2553055,-7.3452977,POINT (-7.3452977 43.2553055)
2023-04-25 20:40:28.574490395+00:00,A0117,2,9,43.2554014,-7.3448917,POINT (-7.3448917 43.2554014)
2023-04-25 23:56:22.003205832+00:00,A0117,1,10,43.2553673,-7.3455831,POINT (-7.3455831 43.2553673)
2023-04-20 07:41:44.074886770+00:00,B1118,10,6,43.2511944,-7.3385699,POINT (-7.3385699 43.2511944)
2023-04-20 09:21:45.574455601+00:00,B1118,5,6,43.2514279,-7.3365284,POINT (-7.3365284 43.2514279)
2023-04-20 09:30:30.074917136+00:00,B1118,11,9,43.2517564,-7.3370967,POINT (-7.3370967 43.2517564)
2023-04-20 09:47:18.074927483+00:00,B1118,15,9,43.2519086,-7.3367184,POINT (-7.3367184 43.2519086)
2023-04-20 10:02:42.075805266+00:00,B1118,9,8,43.2517486,-7.3367498,POINT (-7.3367498 43.2517486)
2023-04-20 10:10:58.840628324+00:00,B1118,18,8,43.2517969,-7.336956,POINT (-7.336956 43.2517969)
2023-04-20 10:34:49.075430397+00:00,B1118,13,9,43.2520014,-7.3367655,POINT (-7.3367655 43.2520014)
2023-04-20 10:58:29.574718616+00:00,B1118,12,8,43.2517392,-7.3369405,POINT (-7.3369405 43.2517392)
2023-04-20 11:07:12.075419539+00:00,B1118,8,8,43.2517209,-7.3368458,POINT (-7.3368458 43.2517209)
2023-04-20 11:15:50.090040225+00:00,B1118,15,8,43.251767,-7.3371231,POINT (-7.3371231 43.251767)
2023-04-20 12:15:59.826126364+00:00,B1118,15,8,43.2516201,-7.3367013,POINT (-7.3367013 43.2516201)
2023-04-20 12:28:50.076483675+00:00,B1118,14,8,43.2516506,-7.3368842,POINT (-7.3368842 43.2516506)
2023-04-20 12:37:45.325608383+00:00,B1118,11,9,43.2517123,-7.336909,POINT (-7.336909 43.2517123)
2023-04-20 13:09:46.085342840+00:00,B1118,11,8,43.2516319,-7.3363793,POINT (-7.3363793 43.2516319)
2023-04-20 13:20:14.324401986+00:00,B1118,12,8,43.2516342,-7.3368048,POINT (-7.3368048 43.2516342)
2023-04-20 13:33:48.074650765+00:00,B1118,15,8,43.2515223,-7.3371837,POINT (-7.3371837 43.2515223)
2023-04-20 13:49:20.075446793+00:00,B1118,19,8,43.2513591,-7.3371732,POINT (-7.3371732 43.2513591)
2023-04-20 13:57:38.075313638+00:00,B1118,18,9,43.2514572,-7.3369807,POINT (-7.3369807 43.2514572)
2023-04-20 14:21:13.324353726+00:00,B1118,7,8,43.2515895,-7.3371051,POINT (-7.3371051 43.2515895)
2023-04-20 14:29:54.074439584+00:00,B1118,10,8,43.2514076,-7.3367571,POINT (-7.3367571 43.2514076)
2023-04-20 14:38:46.075449297+00:00,B1118,15,8,43.2514436,-7.3369497,POINT (-7.3369497 43.2514436)
2023-04-20 15:19:49.574320084+00:00,B1118,10,8,43.2515761,-7.3363919,POINT (-7.3363919 43.2515761)
2023-04-20 15:43:12.081483172+00:00,B1118,10,8,43.2513944,-7.3365869,POINT (-7.3365869 43.2513944)
2023-04-20 15:54:59.074324188+00:00,B1118,17,8,43.2519028,-7.3370006,POINT (-7.3370006 43.2519028)
2023-04-20 16:41:23.106347058+00:00,B1118,9,6,43.2513094,-7.3367266,POINT (-7.3367266 43.2513094)
2023-04-20 17:05:30.106626701+00:00,B1118,9,10,43.2515841,-7.3365707,POINT (-7.3365707 43.2515841)
2023-04-20 17:13:47.356472425+00:00,B1118,9,10,43.2517831,-7.3371686,POINT (-7.3371686 43.2517831)
2023-04-20 17:43:45.125303366+00:00,B1118,11,8,43.2512056,-7.338482,POINT (-7.338482 43.2512056)
2023-04-20 19:27:22.106889132+00:00,B1118,8,9,43.2513653,-7.3371232,POINT (-7.3371232 43.2513653)
2023-04-20 19:39:01.106317878+00:00,B1118,18,10,43.2519412,-7.3363196,POINT (-7.3363196 43.2519412)
2023-04-20 19:54:02.356484725+00:00,B1118,12,9,43.2517124,-7.3364806,POINT (-7.3364806 43.2517124)
2023-04-20 20:02:18.106826630+00:00,B1118,12,9,43.2517106,-7.3364636,POINT (-7.3364636 43.2517106)
2023-04-20 20:25:51.107595026+00:00,B1118,11,8,43.2519145,-7.336799,POINT (-7.336799 43.2519145)
2023-04-20 20:40:04.356938772+00:00,B1118,24,9,43.2517324,-7.3366918,POINT (-7.3366918 43.2517324)
2023-04-20 20:48:25.856844825+00:00,B1118,19,10,43.2519526,-7.3368984,POINT (-7.3368984 43.2519526)
2023-04-20 23:56:51.106621921+00:00,B1118,7,8,43.251958,-7.3368297,POINT (-7.3368297 43.251958)
2023-04-21 06:41:34.856992405+00:00,B1118,48,5,43.2509029,-7.3396264,POINT (-7.3396264 43.2509029)
2023-04-21 10:04:49.606555989+00:00,B1118,10,8,43.2545809,-7.3444396,POINT (-7.3444396 43.2545809)
2023-04-21 10:13:08.362356971+00:00,B1118,20,8,43.2545736,-7.3445988,POINT (-7.3445988 43.2545736)
2023-04-21 10:28:26.606882855+00:00,B1118,26,8,43.2546789,-7.344249,POINT (-7.344249 43.2546789)
2023-04-21 10:36:48.606411515+00:00,B1118,19,8,43.2546682,-7.3441801,POINT (-7.3441801 43.2546682)
2023-04-21 11:00:30.868672553+00:00,B1118,8,8,43.2547644,-7.3443273,POINT (-7.3443273 43.2547644)
2023-04-21 11:16:06.606314812+00:00,B1118,9,9,43.2548153,-7.3443711,POINT (-7.3443711 43.2548153)
2023-04-21 11:24:28.606918796+00:00,B1118,20,9,43.2548757,-7.3442595,POINT (-7.3442595 43.2548757)
2023-04-21 11:39:53.356374274+00:00,B1118,12,8,43.2546441,-7.3445853,POINT (-7.3445853 43.2546441)
2023-04-21 11:48:09.606508498+00:00,B1118,13,8,43.2545848,-7.3445414,POINT (-7.3445414 43.2545848)
2023-04-21 12:07:52.370981959+00:00,B1118,13,9,43.2547451,-7.344383,POINT (-7.344383 43.2547451)
2023-04-21 12:23:11.356465170+00:00,B1118,11,10,43.2545923,-7.3443901,POINT (-7.3443901 43.2545923)
2023-04-21 12:33:28.606663521+00:00,B1118,13,10,43.2548031,-7.3446043,POINT (-7.3446043 43.2548031)
2023-04-21 12:48:42.356360722+00:00,B1118,12,9,43.2548623,-7.3444644,POINT (-7.3444644 43.2548623)
2023-04-21 12:57:02.356561362+00:00,B1118,15,9,43.2550294,-7.3442858,POINT (-7.3442858 43.2550294)
2023-04-21 13:20:22.875527880+00:00,B1118,15,9,43.254927,-7.3440718,POINT (-7.3440718 43.254927)
2023-04-21 14:18:41.856479239+00:00,B1118,9,9,43.2547916,-7.3444084,POINT (-7.3444084 43.2547916)
2023-04-21 14:27:10.606287908+00:00,B1118,16,10,43.2548398,-7.3441421,POINT (-7.3441421 43.2548398)
2023-04-21 15:11:44.372788247+00:00,B1118,10,9,43.2548156,-7.344413,POINT (-7.344413 43.2548156)
2023-04-21 15:20:01.607038685+00:00,B1118,17,8,43.2548589,-7.3441055,POINT (-7.3441055 43.2548589)
2023-04-21 15:31:56.856752347+00:00,B1118,9,7,43.2545425,-7.3440934,POINT (-7.3440934 43.2545425)
2023-04-21 16:20:11.606743507+00:00,B1118,9,11,43.2548196,-7.3444187,POINT (-7.3444187 43.2548196)
2023-04-21 16:28:27.606690364+00:00,B1118,16,10,43.2547746,-7.3444495,POINT (-7.3444495 43.2547746)
2023-04-21 17:05:45.606811331+00:00,B1118,18,9,43.2531643,-7.3434881,POINT (-7.3434881 43.2531643)
2023-04-21 17:14:05.856772442+00:00,B1118,16,10,43.2520627,-7.3386433,POINT (-7.3386433 43.2520627)
2023-04-21 17:31:53.606450862+00:00,B1118,24,8,43.2514002,-7.3382313,POINT (-7.3382313 43.2514002)
2023-04-21 19:09:46.106394827+00:00,B1118,10,6,43.2526784,-7.3450923,POINT (-7.3450923 43.2526784)
2023-04-21 19:24:15.606449071+00:00,B1118,12,7,43.2550366,-7.344596,POINT (-7.344596 43.2550366)
2023-04-21 19:32:32.606388626+00:00,B1118,20,8,43.2550882,-7.3444516,POINT (-7.3444516 43.2550882)
2023-04-21 19:48:11.618039532+00:00,B1118,9,12,43.2550926,-7.3444105,POINT (-7.3444105 43.2550926)
2023-04-21 19:56:27.356339808+00:00,B1118,11,12,43.2549542,-7.3443464,POINT (-7.3443464 43.2549542)
2023-04-21 20:19:43.606603066+00:00,B1118,18,11,43.2550276,-7.3444816,POINT (-7.3444816 43.2550276)
2023-04-21 20:34:50.606343215+00:00,B1118,9,8,43.2550795,-7.344522,POINT (-7.344522 43.2550795)
2023-04-21 20:43:07.607009226+00:00,B1118,18,9,43.255065,-7.3446575,POINT (-7.3446575 43.255065)
2023-04-21 21:21:42.106988138+00:00,B1118,10,9,43.2549491,-7.3445549,POINT (-7.3445549 43.2549491)
2023-04-22 03:18:30.606353829+00:00,B1118,6,8,43.254941,-7.3445853,POINT (-7.3445853 43.254941)
2023-04-22 10:26:05.610175283+00:00,B1118,11,9,43.2553327,-7.3445498,POINT (-7.3445498 43.2553327)
2023-04-22 10:34:29.356699468+00:00,B1118,11,10,43.2551759,-7.3444344,POINT (-7.3444344 43.2551759)
2023-04-22 11:07:23.857846766+00:00,B1118,16,9,43.2553645,-7.3443051,POINT (-7.3443051 43.2553645)
2023-04-22 11:30:26.606934561+00:00,B1118,13,9,43.2553237,-7.3446247,POINT (-7.3446247 43.2553237)
2023-04-22 11:46:16.606322557+00:00,B1118,7,8,43.2552232,-7.3446429,POINT (-7.3446429 43.2552232)
2023-04-22 11:54:43.856291651+00:00,B1118,12,9,43.2554306,-7.3444057,POINT (-7.3444057 43.2554306)
2023-04-22 12:33:44.856900801+00:00,B1118,14,9,43.2554845,-7.344255,POINT (-7.344255 43.2554845)
2023-04-22 12:42:02.606281980+00:00,B1118,17,9,43.255211,-7.3443384,POINT (-7.3443384 43.255211)
2023-04-22 13:02:49.856734617+00:00,B1118,11,10,43.255338,-7.3444289,POINT (-7.3444289 43.255338)
2023-04-22 14:49:43.606676509+00:00,B1118,7,8,43.2551596,-7.3446806,POINT (-7.3446806 43.2551596)
2023-04-22 14:58:20.606885274+00:00,B1118,12,8,43.2552664,-7.3445541,POINT (-7.3445541 43.2552664)
2023-04-22 15:06:41.106423166+00:00,B1118,14,9,43.2554122,-7.3442356,POINT (-7.3442356 43.2554122)
2023-04-22 15:21:58.368744663+00:00,B1118,14,9,43.2552721,-7.3442412,POINT (-7.3442412 43.2552721)
2023-04-22 15:30:35.357468929+00:00,B1118,11,8,43.2549863,-7.3442327,POINT (-7.3442327 43.2549863)
2023-04-22 15:39:12.606347837+00:00,B1118,13,10,43.2553224,-7.3442077,POINT (-7.3442077 43.2553224)
2023-04-22 15:47:31.356709154+00:00,B1118,13,10,43.2554126,-7.3441627,POINT (-7.3441627 43.2554126)
2023-04-22 16:17:41.856279864+00:00,B1118,16,8,43.2553991,-7.3444682,POINT (-7.3444682 43.2553991)
2023-04-22 18:02:41.857828038+00:00,B1118,13,9,43.2556133,-7.3444384,POINT (-7.3444384 43.2556133)
2023-04-22 18:14:48.856270112+00:00,B1118,11,10,43.2553478,-7.3443042,POINT (-7.3443042 43.2553478)
2023-04-22 18:30:03.381995351+00:00,B1118,12,10,43.2554685,-7.3443341,POINT (-7.3443341 43.2554685)
2023-04-22 18:38:25.356986619+00:00,B1118,17,9,43.2555613,-7.3443036,POINT (-7.3443036 43.2555613)
2023-04-22 19:01:54.606422902+00:00,B1118,21,9,43.2555663,-7.3447009,POINT (-7.3447009 43.2555663)
2023-04-22 19:17:11.607116710+00:00,B1118,12,9,43.2554854,-7.3443629,POINT (-7.3443629 43.2554854)
2023-04-22 19:25:27.607283288+00:00,B1118,12,9,43.2554857,-7.3444038,POINT (-7.3444038 43.2554857)
2023-04-22 19:49:11.606382715+00:00,B1118,12,8,43.2554006,-7.3442055,POINT (-7.3442055 43.2554006)
2023-04-22 21:44:37.606646285+00:00,B1118,10,8,43.2555043,-7.3447163,POINT (-7.3447163 43.2555043)
2023-04-22 21:53:29.377279461+00:00,B1118,14,9,43.2555407,-7.3445888,POINT (-7.3445888 43.2555407)
2023-04-22 23:45:50.856863912+00:00,B1118,6,8,43.2554793,-7.3444858,POINT (-7.3444858 43.2554793)
2023-04-22 23:54:20.856673347+00:00,B1118,18,8,43.2556196,-7.3443733,POINT (-7.3443733 43.2556196)
2023-04-23 00:47:49.106413219+00:00,B1118,9,9,43.2555571,-7.3443919,POINT (-7.3443919 43.2555571)
2023-04-23 01:57:52.357414661+00:00,B1118,9,8,43.2554561,-7.3443843,POINT (-7.3443843 43.2554561)
2023-04-23 02:08:30.106932058+00:00,B1118,11,8,43.2555605,-7.3442334,POINT (-7.3442334 43.2555605)
2023-04-23 03:51:59.606411811+00:00,B1118,8,8,43.2551407,-7.3446971,POINT (-7.3446971 43.2551407)
2023-04-23 04:01:58.606715788+00:00,B1118,9,7,43.2553525,-7.3446858,POINT (-7.3446858 43.2553525)
2023-04-23 04:10:26.856251941+00:00,B1118,10,8,43.2553818,-7.3446168,POINT (-7.3446168 43.2553818)
2023-04-23 04:33:48.106327697+00:00,B1118,11,8,43.2553261,-7.3443619,POINT (-7.3443619 43.2553261)
2023-04-23 04:52:29.357144226+00:00,B1118,7,7,43.2553851,-7.344529,POINT (-7.344529 43.2553851)
2023-04-23 05:01:18.862175612+00:00,B1118,17,8,43.2555037,-7.3442624,POINT (-7.3442624 43.2555037)
2023-04-23 06:41:15.356455162+00:00,B1118,26,4,43.2529234,-7.3453188,POINT (-7.3453188 43.2529234)
2023-04-23 06:56:32.856432953+00:00,B1118,21,6,43.2526078,-7.3391179,POINT (-7.3391179 43.2526078)
2023-04-23 06:59:58.607081375+00:00,B1118,29,6,43.2515766,-7.3378261,POINT (-7.3378261 43.2515766)
2023-04-23 07:11:23.606332518+00:00,B1118,13,8,43.2511178,-7.3383401,POINT (-7.3383401 43.2511178)
2023-04-23 07:33:07.106887085+00:00,B1118,20,7,43.2511693,-7.338242,POINT (-7.338242 43.2511693)
2023-04-23 08:39:19.606756704+00:00,B1118,14,8,43.2512764,-7.3384456,POINT (-7.3384456 43.2512764)
2023-04-23 10:18:11.606275490+00:00,B1118,19,8,43.2521982,-7.3372345,POINT (-7.3372345 43.2521982)
2023-04-23 10:26:28.356362499+00:00,B1118,15,8,43.2522773,-7.3373075,POINT (-7.3373075 43.2522773)
2023-04-23 10:46:51.606346520+00:00,B1118,16,8,43.2524036,-7.3368664,POINT (-7.3368664 43.2524036)
2023-04-23 11:02:05.613996661+00:00,B1118,15,9,43.2524013,-7.3372565,POINT (-7.3372565 43.2524013)
2023-04-23 11:10:21.606343635+00:00,B1118,14,8,43.2522653,-7.3370744,POINT (-7.3370744 43.2522653)
2023-04-23 11:47:58.606262914+00:00,B1118,21,9,43.252394,-7.3374304,POINT (-7.3374304 43.252394)
2023-04-23 11:56:17.606769117+00:00,B1118,18,9,43.2525056,-7.3372617,POINT (-7.3372617 43.2525056)
2023-04-23 12:11:32.856415359+00:00,B1118,20,9,43.2524614,-7.3371578,POINT (-7.3371578 43.2524614)
2023-04-23 12:19:48.857044249+00:00,B1118,27,9,43.25236,-7.3372826,POINT (-7.3372826 43.25236)
2023-04-23 12:49:20.606451819+00:00,B1118,11,8,43.2525365,-7.3370539,POINT (-7.3370539 43.2525365)
2023-04-23 13:05:43.356379540+00:00,B1118,10,9,43.2520916,-7.3369101,POINT (-7.3369101 43.2520916)
2023-04-23 13:28:54.878099770+00:00,B1118,16,9,43.2520518,-7.3365417,POINT (-7.3365417 43.2520518)
2023-04-23 13:37:29.606512959+00:00,B1118,26,9,43.2520571,-7.3364654,POINT (-7.3364654 43.2520571)
2023-04-23 14:49:47.606446220+00:00,B1118,19,8,43.2521079,-7.3368639,POINT (-7.3368639 43.2521079)
